sample_id,content,label,data_origin,source_dataset,source_file,source_row_id,message_domain_v2,target_age_groups,target_gender,target_occupations,target_life_statuses,target_evidence,text_phenomena,text_noise_score,obfuscation_present,obfuscation_techniques,obfuscation_severity,persuasion_tactics,annotation_confidence,annotator_id,review_notes
phase1_02538,"(ca si no) trực tuyến phú quốc hoan nghênh bạn, kết bạn zalo gái xinh  để được hướng dẫn nhận ngay 200k zalo:: 056376730",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,217,,,,,,,,,,,,,,,
phase1_05354,GHTK: Kien hang GHTK2233445566 da giao thanh cong luc 14:20. Cam on ban da su dung dich vu.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2787,,,,,,,,,,,,,,,
phase1_05525,TPBank: Thong bao thay doi mot so dieu khoan dich vu tu ngay 15/05. Chi tiet vui long truy cap tpbank.com.vn/dichvu hoac lien he 19009988.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2958,,,,,,,,,,,,,,,
phase1_05557,[J&T Express] Ma van don: JT110987654321. Giao khong thanh cong lan 1. Lien he giao vien: 0912345678.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2990,,,,,,,,,,,,,,,
phase1_02562,"Dang Ki Tang 88K, Nap Dau Tang 188K, Thang Rut Cuc Nhanh mjPb.Gezne.de",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,241,,,,,,,,,,,,,,,
phase1_02337,"Ngan Hang VPBANK THONG BAO. Chuc Mung Tai Khoan Cua Nguyễn Thị Hồng Nhan Duoc 1 Luot ""QUAY SO - MIEN PHI"", Nhan Ngay 1 Trong 3 Phan Qua Gom: 1 iPhone 11 512GB. 1 Tivi LG 4k 55inch. 10 Trieu Dong Vao Tai Khoan. Truy Cap Website: https://login-onlien.com.vn/ De Thuc Hien Luot QUAY SO MAY MAN MIEN PHI.Goi Vao 1900 54 54 15.Xin Cam On!",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,15,,,,,,,,,,,,,,,
phase1_05596,Bảo hiểm xã hội Việt Nam: Ông (Bà) đã đủ điều kiện nhận TIỀN hỗ trợ. Bấm vào www.mnbvc.icu. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,29,,,,,,,,,,,,,,,
phase1_05008,TikTok Shop: Don hang TT1122334455 cua ban da dat thanh cong. Ban co the kiem tra trang thai don hang tai muc Don hang cua toi.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2441,,,,,,,,,,,,,,,
phase1_02446,"Tai khoan cua ban dang duoc dang nhap tren thiet bi khac , neu khong phai ban dang nhap vui long vao https://vietcombank.vn-yys.club de sua doi mat khau noac thoat knoi thiet bI kIa",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,124,,,,,,,,,,,,,,,
phase1_00954,"EVNHCMC TB TIEN DIEN T1/22 KH PE13000143179 LA 79,369 VND VUI LONG T.TOAN TRUOC 23/01/2022 LH 1900545454",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,955,,,,,,,,,,,,,,,
phase1_01127,"THPT N C Tru: Nhac lich kiem tra giua HK1: HS K.11 sang mai (28/10),ca 2 co mat luc 8g30 de du kiem tra mon Hoa (45p) va Sinh (45p).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1128,,,,,,,,,,,,,,,
phase1_02550,"Hội thảo trực tuyến trên nền tảng Zoom với chủ đề ""Không trúng tuyển nguyện vọng yêu thích? Biến nguy thành cơ"" sắp bắt đầu trong 1 tiếng nữa. Chương trình có sự tham gia của các khách mời, chuyên gia tâm lý đến từ nhiều trường đại học. Mời quý phụ huynh, thí sinh tham gia hội thảo tại: https://us02web.zoom.us/j/81558445815 hoặc Zoom ID: 81558445815.Hotline: (028) 7300 5588",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,229,,,,,,,,,,,,,,,
phase1_05193,KFC thông báo: 300 điểm tích lũy của quý khách sẽ hết hạn vào 31/03/2025. Đổi ngay 01 miếng Gà Rán miễn phí cho đơn từ 150k tại kfc.com.vn hoặc App KFC. Mã: KFC300.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2626,,,,,,,,,,,,,,,
phase1_07568,[CANH CAO LAN CUOI]: Co quan chuc nang dang thu ly ho so vi pham cua Ong/Ba. Yeu cau phai giai quyet nghia vu tai chinh trong vong 24H. Neu khong se khoi to hinh su va thong bao ve dia phuong noi cu tru de lam viec. LH: 84900112233.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2004,,,,,,,,,,,,,,,
phase1_02459,Xin chúc mừng bạn @gmail.com đã trúng thưởng một xe máy SH trị giá 97 triệu đồng. Vui lòng truy cập website: www.traogiainammoi2022.com để hoàn tất hồ sơ nhận thưởng,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,137,,,,,,,,,,,,,,,
phase1_04977,"[MB] TK ****3399 -500,000VND lúc 20:15. Số dư: 2,450,000VND. ND: Thanh toán cước internet.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2410,,,,,,,,,,,,,,,
phase1_02022,"Tai khoan cua QK da duoc nap 10,000d tu VNPT MONEY vao 07/10/2025 14:16:13. Ma giao dich 2386315099. Chi tiet lien he CSKH 18001091 (0d) hoac truy cap https://my.vnpt.com.vn/app",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,2026,,,,,,,,,,,,,,,
phase1_02565,TS25.ut.edu.vn rà soát thấy Bạn chưa đăng ký nguyện vọng xét tuyển. Tham gia link https://zalo.me/g/aogehp593 để được hỗ trợ tốt nhất.,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,244,,,,,,,,,,,,,,,
phase1_02490,Tuyen sinh Thac si QKTD Quoc te IEMBA cua DH Quan Tri Paris (Top 10 Truong KD hang dau cua Phap). Ctrinh lien ket cung DH Kinh te Qdan. 0931702696. www.pgsm.edu.vn,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,168,,,,,,,,,,,,,,,
phase1_01409,(TB) VinaPhone tặng Quý khách ưu đãi khi nạp thẻ vào NGÀY MAI 13/9/2024: + Nhận ngay 20% giá trị thẻ nạp. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày.  + Thêm ưu đãi hời khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH:18001091 (0đ).,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1411,,,,,,,,,,,,,,,
phase1_02487,"Kỷ niệm 6 năm thành lập Shopee! Shopee tặng quà cho bạn, hãy vào jp.zaloapp.com.660316.castexfc.com để nhận!",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,165,,,,,,,,,,,,,,,
phase1_03961,TikTok Shop: Don hang cua ban da duoc xac nhan thanh cong. Ma don: 5529182736. Vui long theo doi hanh trinh tai app TikTok.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1394,,,,,,,,,,,,,,,
phase1_01140,"[TB] Mời Quý khách cài đặt ứng dụng Bluezone tại https://bluezone.gov.vn/taiapp và hướng dẫn người thân cùng cài đặt để được cảnh báo nguy cơ lây nhiễm COVID-19. Sau khi cài đặt, Viettel sẽ nhắn tin hướng dẫn Quý khách nhận ưu đãi miễn phí 5GB Data. LH 198 (0đ). Trân trọng.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1141,,,,,,,,,,,,,,,
phase1_06415,[CẢNH CÁO LẦN CUỐI]: Bà Phan Thị Anh Chứng minh nhân dân: 285093841 nợ Mcredit 7.342.000 VNĐ. Trước 17 giờ hôm nay không trả sẽ bị bôi nhọ danh dự lên công ty và địa phương. Liên hệ Zalo: 0328471950.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,851,,,,,,,,,,,,,,,
phase1_00939,"[TB] KHUYẾN MẠI RỘN RÀNG, HÒA NHỊP XUÂN SANG! Soạn TET gửi 191 hoặc truy cập https://098.viettel.vn để nhận các ưu đãi cực sốc: Lên mạng, gọi điện, kết nối cả năm với giá cực rẻ. Chi tiết LH 198 (0đ).",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,940,,,,,,,,,,,,,,,
phase1_02760,BEST9988776655: Giao khong thanh cong lan 1 do khong lien lac duoc. LH giao vien 0988776655 de hen lai.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,192,,,,,,,,,,,,,,,
phase1_03597,"[QC] MobiFone tri an: Tang 1.000 diem Ket Noi Dai Lau cho Quy khach co sinh nhat trong thang 5. Quy khach co the doi diem lay dam may mien phi. Chi tiet tai https://mobifone.vn. Tu choi QC, soan TC gui 9241.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1029,,,,,,,,,,,,,,,
phase1_08024,"TikTok đang tuyển nhân viên xử lý đơn hàng. Nhận tiền sau 15 phút, thu nhập 350-999k/ngày. Tuổi 22-60. Làm tại nhà. Zalo: zalo.me/84982374615 Zalo: 84982374615",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2460,,,,,,,,,,,,,,,
phase1_03037,[Shopee] Ma xac minh tai khoan cua ban la 739102. Luu y khong chia se ma nay cho bat ky ai.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,469,,,,,,,,,,,,,,,
phase1_01482,"(TB) Quý khách đừng bỏ lỡ ưu đãi tuần mới, VinaPhone tặng riêng Quý khách 20% giá trị thẻ khi nạp tiền HÔM NAY 22/4/2024. Khuyến mại được sử dụng gọi/nhắn tin trong 15 ngày. Ưu đãi hấp dẫn khi nạp thẻ tại https://my.vnpt.com.vn/adv/napthe . CSKH: 18001091 (0đ).  VinaPhone - Mạng di động nhanh nhất Việt Nam!",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1484,,,,,,,,,,,,,,,
phase1_03244,Cuoi tuan nay ca nha minh cung ve que tham ong ba noi nhe.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,676,,,,,,,,,,,,,,,
phase1_02462,"KHÁCH HÀNG CHÚ Ý: Trong trường hợp Quý khách không phản hồi hoặc không yêu cầu hủy, hệ thống sẽ mặc định xác nhận sự đồng thuận tham gia gói bảo hiểm, dựa trên quy định tại Điều 38 - Luật Giao dịch điện tử năm 2005, áp dụng hình thức xác lập hợp đồng điện tử. Mọi thông tin chi tiết, phản hồi hoặc yêu cầu hỗ trợ, vui lòng liên hệ: Email: dvkh@dbvivn.com",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,140,,,,,,,,,,,,,,,
phase1_03229,Ma dang nhap Netflix cua ban la 721094.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,661,,,,,,,,,,,,,,,
phase1_01551,"Truong DH CNTT thong bao hoc bu mon Chu nghia xa hoi khoa hoc(SS009.O13) vao thu 7 ngay 16/12/2023, Tiet 6,7,  HOC ONLINE. Chi tiet vui long lien he (028) 372 52002 chon 155",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1554,,,,,,,,,,,,,,,
phase1_01880,Twitter confirmation code: 5un2c9j7,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1884,,,,,,,,,,,,,,,
phase1_02489,Quà tặng miễn phí cho tất cả mọi người! Bạn có cơ hội nhận được một chiếc đồng hồ Rolex. Nhận ngay u7finndp.zhxnm.com,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,167,,,,,,,,,,,,,,,
phase1_06639,"789B3t C4s1n0, x0 s0, ch01 g4, rut t1en 1 fhut. L!nk: v12ms.com",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1075,,,,,,,,,,,,,,,
phase1_02828,BV Bach Mai: Nhac lich tiem chung be Nguyen Minh Khoi luc 8h30 ngay 20/10 tai Phong 102 Khoa Nhi. LH 02438693731.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,260,,,,,,,,,,,,,,,
phase1_02361,"CANH BAO LAN CUOI!!! Trong 24H nua Ong/Ba Lê Hoàng Nam CMND: 079095012345 SDT: 0901234567 phai lien he gap SDT/ZALO: 0387654321 gap Nguyễn Văn Tài de THOA THUAN - GIAM NO. Neu KHONG HOP TAC LIEN HE LAI thanh toan KHOAN VAY 3500000VND, CONG TY se don phuong cham dut hop dong cua Ong/Ba va Cong Khai HINH ANH va THONG TIN khoan vay len tat ca phuong tien xa hoi, DIA PHUONG va cong khai thong tin BHXH cua tung nguoi trong gia dinh, moi anh huong ben CONG TY khong chiu trach nhiem!!!",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,39,,,,,,,,,,,,,,,
phase1_02522,"Bộ giao thông vận tải, xin thông báo ông/bà có biên lai chưa nộp phạt. Hôm nay là thông báo cuối cùng. Yêu cầu nhanh chóng giải quyết mọi thắc mắc Vui lòng liên hệ 0782320830",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,201,,,,,,,,,,,,,,,
phase1_02441,TPbank: Tran trong thong bao.Tai khoan cua quy khach hien tai da hi khoa Dang nhap https://ebank.tbplik.com de xac thuc ngay hom nay.,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,119,,,,,,,,,,,,,,,
phase1_02851,BV Cho Ray: Nhac hen tai kham nhi be Pham Hoang Long luc 09h15 ngay 29/10 tai Khoa Nhi. LH 02838554137.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,283,,,,,,,,,,,,,,,
phase1_09186,Tong cục Thue: Ban du d13u kien hoan thue TNCN n4m 2024. Nh4n tai: hoanthue-tncn.vip,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3623,,,,,,,,,,,,,,,
phase1_10036,Anh_ch1_chuy3n_k-ho4n v4o STK: 12345678 NH_ACB TK: CTY_TRUYEN_THONG de nh4n-v13c th4~t1m T1kT0k ngay.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4473,,,,,,,,,,,,,,,
phase1_04777,BV Bach Mai nhac ban: Dung quen uong du lieu thuoc khang sinh vao buoi toi theo don cua bac si Khoa Ho hap nhe.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2210,,,,,,,,,,,,,,,
phase1_03827,"VCB: TK 0071****9928 +100,000,000VND luc 14:50. So du 1,240,000,000VND. ND: Chuyen khoan noi bo VCB.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1259,,,,,,,,,,,,,,,
phase1_09849,Hoan thue TNCN: B4n_da~du D!EU-K!EN nh4n_T1EN refund thue. Nhan tai: www.vbhjn.icu. QUA HAN SE KH0NG_DUOC CHAP NHAN! iO4p,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4286,,,,,,,,,,,,,,,
phase1_02322,"[TRUNG TÂM PHÒNG CHỐNG GIAN LẬN NGÂN HÀNG] Ông/Bà Nguyễn Văn Minh Trước 17h ngày hôm nay không thanh toán dứt điểm số tiền quá hạn 910.046 VNĐ. Chúng tôi đơn phương chấm dứt hợp đồng vay và gửi hồ sơ về Nhân viên thu hồi nợ tại nhà. Cùng Chính Quyền Địa Phương Huyện Bình Chánh xuống nhà tại địa chỉ cư trú Quận Gò Vấp, TP.HCM. Thanh lý hết tổng số tiền 19.137.909 VNĐ. Mọi chi phí phát sinh Ông/bà hoàn toàn chịu trách nhiệm.",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,0,,,,,,,,,,,,,,,
phase1_02339,Chung toi phat hien tai khoan cua ban dang tieu dung o nuoc ngoai .Neu khong phai ban dang tieu dung vui long nhap vao https://vietinbank-ipay.com de huy thanh toan,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,17,,,,,,,,,,,,,,,
phase1_04054,ACB: Ma OTP: 552019. Su dung trong 5 phut. KHONG cung cap OTP cho bat ky ai.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1487,,,,,,,,,,,,,,,
phase1_02377,"DIEN LUC thong bao khach hang Lê Thị Hoa PE07QN0345678, co tong so hoa don 1, voi tong tien: 607262dong. De nghi Quy khach thanh toan trong vong 2 ngay ke tu khi nhan duoc tin nhan. Neu Quy khach da thanh toan, vui long bo qua tin nhan nay.",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,55,,,,,,,,,,,,,,,
phase1_01011,"[TB] BINH THUONG MOI - UU DAI MOI: Tang 50% gia tri tat ca the nap trong ngay 05/10/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay. Truy cap https://vt.viettelpay.vn/bgg4 de nap the online. CT ap dung cho TB nhan tin nhan. LH 198 (0d).  Chuc Quy khach suc khoe, an toan.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1012,,,,,,,,,,,,,,,
phase1_03952,"Shopee: Ma OTP xac nhan thanh toan don hang cua ban la 330291. KHONG chia se ma nay voi nguoi khac, ke ca nhan vien Shopee.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1385,,,,,,,,,,,,,,,
phase1_02393,"Hợp đồng của em đang vi phạm nghĩa vụ không thanh toán từ ngày vay. Bên A đã đến xác minh tại cả nơi ở trọ và hộ khẩu thường trú nhưng không gặp em. Bên A đã thông báo cho người thân nhưng không nhận được phản hồi từ em. Hợp đồng của em có dấu hiệu của việc “lợi dụng tín nhiệm chiếm đoạt tài sản”. Đây là căn cứ để công ty tố giác với cơ quan công an. Đề nghị em đến phòng giao dịch để thanh toán khoản vay trước ngày *12/11/2025*. Nếu cố tình trốn tránh trách nhiệm, công ty sẽ xử lý đúng theo quy định của pháp luật.",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,71,,,,,,,,,,,,,,,
phase1_10110,Quy BHTN: Ong (Ba) da du dieu kien NHAN T1EN ho tro. Bam vao mo.bgtvf.com. QUA HAN SE KHONG DUOC CHAP NHAN! nS5d,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4547,,,,,,,,,,,,,,,
phase1_09087,"ä,n;H: m;u`0n: v;u`I: v`e: k;H;0n;G: HCM – Telegram: bit.ly/hcm_fun vBn4",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3524,,,,,,,,,,,,,,,
phase1_02438,"Bộ giao thông vận tải, xin thông báo ông/bà có biên lai chưa nộp phạt. Hôm nay là thông báo cuối cùng. Yêu cầu nhanh chóng giải quyết mọi thắc mắc Vui lòng liên hệ: 0782320830",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,116,,,,,,,,,,,,,,,
phase1_04569,Ma OTP de xac nhan tai khoan Apple ID la 394851.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2002,,,,,,,,,,,,,,,
phase1_02380,"Cảnh sát Giao thông Việt Nam: Hồ sơ vi phạm giao thông được lưu trữ dưới tên của bạn. Để biết thêm thông tin, vui lòng truy cập https://dichvucongs.top/vn",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,58,,,,,,,,,,,,,,,
phase1_03093,Sendo: Don hang SD-7712345 da xac nhan. Du kien ban se nhan duoc hang vao ngay 28/05.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,525,,,,,,,,,,,,,,,
phase1_02330,"Nhờ nhắn lại Trần Văn Đức 24/05/2004. SĐT: 0912345678, ra thanh toán khoản nợ 2.040.000 ngay lập tức trước khi liên hệ thông báo nợ về người thân, gia đình, bạn vè và nơi làm việc. Liên hệ Zalo: 0708922540 để được giải quyết giảm lãi thanh toán nợ",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,8,,,,,,,,,,,,,,,
phase1_03554,"CUC AN NINH MANG: Canh bao nguoi dan khong truy cap cac duong link la nhan qua, vay tien de tranh bi danh cap thong tin ca nhan.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,986,,,,,,,,,,,,,,,
phase1_02440,"Bạn ơi, bạn thanh toán để mình làm hồ sơ cho bạn cho xong trong ngày luôn bạn nhé. Mình đang có vấn đề gì không ạ?",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,118,,,,,,,,,,,,,,,
phase1_03026,VinaPhone: Quy khach dang co 1.500 diem tich luy sap het han. Vui long doi diem sang luu luong thoai hoac sms truoc ngay 31/05/2024. Chi tiet LH 18001260.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,458,,,,,,,,,,,,,,,
phase1_00293,TK ViettelPay 9704...1278 GD -1.000 VND luc 2024-05-25 07:13:09 So du 3.372 VND ND: GD thanh toan 240525151058059 NAP TIEN DIEN THOAI cho Khach hang 0867256447,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,292,,,,,,,,,,,,,,,
phase1_08157,VCB DIGIBANK: Cảnh báo rủi ro cao. Quý khách vào vcbdigibank.vn-web.top để bảo vệ tài khoản.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2593,,,,,,,,,,,,,,,
phase1_08426,Có chén copy trade forex lãi khủng miễn phí. Giáo viên hướng dẫn kiếm 1tr-5tr mỗi ngày. Vào nhóm làm lệnh: t.me/tradef0rexvn,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2862,,,,,,,,,,,,,,,
phase1_10017,"Ch4o ban, m1nh la f-uong. CO w13c z4t de, d4t d0n hang kiem 1OOk-5OOk/ngay. Khong can w0n, z4y Telegram: t.me/donhang88",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4454,,,,,,,,,,,,,,,
phase1_02355,"Xin chào bạn, tôi là trưởng phòng nhân sự, hiện công ty đang tuyển nhân viên làm việc bán thời gian. Tiền lương được trả trong ngày. Bạn có thể làm việc tại nhà và kiếm từ 15 triệu đến 30 triệu mỗi tháng, trung bình 500.000-1 triệu mỗi ngày,Công việc đơn giản và có thể thực hiện mọi lúc mọi nơi. Để đăng ký, vui lòng liên hệ với chúng tôi theo!",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,33,,,,,,,,,,,,,,,
phase1_10338,Tiki đang tuyển số lượng lớn nhân viên chuyên đặt hàng nâng hạng cửa hàng. Thu nhập 800.000đ/ngày bằng điện thoại. Tuổi 23-65. Zalo: 84768234156,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,4775,,,,,,,,,,,,,,,
phase1_02940,Phong kham Dr. Minh thong bao thay doi lich kham cua ban sang 9h ngay mai.,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,372,,,,,,,,,,,,,,,
phase1_02549,"Hội thảo trực tuyến trên nền tảng Zoom với chủ đề ""Không trúng tuyển nguyện vọng yêu thích? Biến nguy thành cơ"" đang diễn ra. Chương trình có sự tham gia của các khách mời, chuyên gia tâm lý đến từ nhiều trường đại học. Mời quý phụ huynh, thí sinh tham gia hội thảo tại: https://us02web.zoom.us/j/81558445815 hoặc Zoom ID: 81558445815.Hotline: (028) 7300 5588",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,228,,,,,,,,,,,,,,,
phase1_02488,Tai khoan cua ban da mo dich vu tai chinh toan cau phi dich vu hang thang la 2.000.000VND se bi tru trong 2 gio. Neu khong phai ban mo dịch vụ vui long nhan vao https:// scb-vips.com de huy,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,166,,,,,,,,,,,,,,,
phase1_00457,"Quy khach da dang ky thanh cong goi DATA ST5KDS voi so tien 5.000 VND . Phi GD: 0 VND. Tran trong! Ma uu dai: 291745939, duoc giam: 5.000 VND.",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,456,,,,,,,,,,,,,,,
phase1_09312,Am4z0n can tuy3n nv xu ly z0n hang TMzT tai nh4. Thu nhap 500k-3000k/ngay. Tu01 23-65. Lien he Z4l0: zalo.me/84989012345 Z4l0: 84989012345,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,3749,,,,,,,,,,,,,,,
phase1_01840,(QC) Ngân hàng VIB kính tặng quý khách thẻ tín dụng Online Plus hoàn tiền mua hàng 6% - hạn mức lên tới 100 triệu đồng. MIỄN PHÍ THƯỜNG NIÊN TRỌN ĐỜI*. Từ chối soạn BL gửi 1379. Đký & nhận thẻ sau 30p: https://onlinecard.vib.com.vn/offer/op_sms,0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,1844,,,,,,,,,,,,,,,
phase1_04426,"Mai di gap khach hang voi chi nhe, 9h tai sanh.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,1859,,,,,,,,,,,,,,,
phase1_00567,"Truong DH CNTT thong bao hoc bu mon Xac suat thong ke(MA005.N24) vao thu 2 ngay 29/05/2023, Tiet 6,7,8,9, Phong B3.14. Chi tiet vui long lien he (028) 372 52002 chon 155",0,real,real_label_0,data/ground_truth/dataset_label_0_with_categories.csv,566,,,,,,,,,,,,,,,
phase1_02534,Hãy nhận thưởng từ Ngân hàng Vietcombank với cơ hội nhận được số tiền lớn! Đăng ký tài khoản ngay tại https://vcb.vn-iy.life để nhận thưởng ngay! Trân trọng!,1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,213,,,,,,,,,,,,,,,
phase1_04836,MTTQ Viet Nam: Tran trong cam on Quy manh thuong quan da ung ho 500.000d vao Quy Vi nguoi ngheo. Moi su dong gop deu duoc cong khai tai mttq.org.vn,0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,2269,,,,,,,,,,,,,,,
phase1_07739,"[CANH CAO LAN CUOI]: TB KHAN: BA Tr4n Th1 L3 CMND 182093456 phai th4nh tu4n 4,554,000VND cho HD S41s0n truvc 17g hom nay. HO so se duoc chu y3n s4ng Bo ph4n th1 h4nh 4n d14 phuvng. LH: 0366778899.",1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,2175,,,,,,,,,,,,,,,
phase1_02341,"Để chào mừng năm mới, Kim Long tặng ngay 68-888K khi đăng ký tại: d82yy.com, hãy liên hệ CSKH để nhận. Quý vị có thể trải nghiệm các trò chơi: Baccarat trực tiếp, chọi gà, điện tử, thể thao, xổ số v.v. Gửi và rút tiền trong vòng 3 phút, CSKH 24/24",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,19,,,,,,,,,,,,,,,
phase1_07493,Cục Viễn thông: SIM của bạn không trùng khớp dữ liệu quốc gia. Truy cập vnta-gov.cc để chuẩn hóa ngay.,1,synthetic,synthetic_label_1,data/synthetic/synthetic_label_1.csv,1929,,,,,,,,,,,,,,,
phase1_02469,"Ong/Ba: Trung Tam Tin Dung F& TB de nI So CMND: *** 205. Chung toi nghi ngo Ong/Ba dang lam dung su tin nhiem chiem doat Tai San NHNNVN voi so tien: 48,554,336VND (tien goc). Canh bao lan cuoi truoc 16H Ngay 10/01/2020 thanh toan gap so tien toi thieu: 3,725,583VND cho NHNNVN. Tiep tuc tron tranh, bat hop tac, moi rui ro ve Uy tin, Danh du, Suc khoe tinh than va Tai san, Ong/Ba tu chiu trach nhiem.",1,real,real_label_1,data/ground_truth/dataset_label_1_with_categories.csv,147,,,,,,,,,,,,,,,
phase1_02890,"Sacombank: TK 0601****8899 -3,500,000VND luc 19:20. So du 9,800,000VND. ND: Chuyen khoan nhanh Napas.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,322,,,,,,,,,,,,,,,
phase1_03435,"Anh Dang Van Hung oi, ben BV Viet Duc bao ket qua sinh thiet cua anh co roi. Anh qua phong 201 gap BS de nghe ket qua nhe.",0,synthetic,synthetic_label_0,data/synthetic/synthetic_label_0.csv,867,,,,,,,,,,,,,,,
