content,Gemini,Mistral
h;n – z;a;l;o: n;h;ä;n_h;ï;n;h_k;ï;n_d;ä;ö_v;ä_b;ä;n;g_g;ï;ä_h;n. z;ä;l;ö: fb.me/g/hn99_ujn3,1,0
[ubnd tp.hcm] tb: giay to nhan than cua cong ty tnhh abc can cap nhat theo qd qd-2025/001. vui long goi qd-2025/001 de duoc huong dan cap nhat mien phi.,1,0
"sendo.vn: don jt20250512345 giao khong thanh cong lan 3. qk vui long chuyen phi luu kho 3,500,000 vnd truoc 48h. goi 19001234 de dat lich giao lai.",1,0
momo: thong bao: diem tin cay cua quy khach da du dieu kien nhan qua sinh nhat 100.000d. han nhan den 30/11/2025. mo vi > uu dai > qua cua toi tai momo.vn de kiem tra.,0,1
**tuyển dụng ngay!** công việc: xử lý đơn hàng online tại nhà. mức lương hấp dẫn: 600k-1.2tr/ngày. yêu cầu: 18-50 tuổi. liên hệ ngay: zalo.me/84344556688,1,0
công ty f-global tuyển gấp nhân viên đóng gói sản phẩm f-kit tại nhà. lương 1.200.000đ/ngày. tuổi từ 22-60. liên hệ: zalo.me/84398765432,1,0
"công ty sunny recruitment tuyển dụng nhân viên xử lý đơn hàng, nhận từ xa 12-20 ca. mức lương 950.000đ/ngày. độ tuổi 18-55. liên hệ: zalo.me/84765432101 zalo: 84765432101",1,0
công ty t&t cần tuyển 5 người xử lý đơn hàng online cho shop thời trang. mức lương hấp dẫn 800k-2tr/ngày. độ tuổi từ 18-60. liên hệ: zalo.me/84986665555,1,0
"chị trang, bên công ty em đang tuyển ctv gõ văn bản tại nhà, không cọc không phí, rảnh làm bận nghỉ. chị quan tâm thì nhắn zalo trưởng phòng em 0934567890.",1,0
ghé thăm: fb.com/htx_hinh_nhan_ao ngay! khám phá thư viện ảnh độc lạ. liên hệ qua page chat nhé!,1,0
"công ty tinh hoa tuyển nhân viên bán hàng online. thu nhập 400k-800k/ngày, làm từ xa. độ tuổi 20-60. liên hệ fanpage: fb.com/tinhhoaonline",1,0
"chào bạn, mình thấy số điện thoại của bạn qua hội nhóm, thấy ảnh đại diện dễ thương nên muốn làm quen, add zalo mình nhé 0909998877.",1,0
hà nội – facebook: tìm bạn bè cùng quan hệ bí mật tại thủ đô. tham gia nhóm kín: fb.com/groups/hnsecret99,1,0
phong lao dong thuong binh xa hoi: nguyen thi xuan can bo sung giay to cho ho so cap phep kinh doanh so 18006699. han chot ngay mai. goi hotline 18006699 de duoc ho tro.,1,0
"chào bạn, muốn tìm hiểu về cộng đồng thú vị tại tphcm? hãy nhắn tin tới kênh @hcm_weird_v9z ngay nhé!",1,0
"mời bạn ghé thăm quán cà phê ""mộng đêm hcm"" – zalo.me/g/mongdem_x69. cùng trải nghiệm những phút giây thư giãn thú vị!",1,0
momo tuyển dụng cộng tác viên kiểm duyệt nội dung. mức lương hấp dẫn 600.000 - 2 triệu đồng/ngày. độ tuổi 18-60. không yêu cầu kinh nghiệm. liên hệ ngay: zalo.me/84987654321,1,0
"công ty tnhh lợi phúc tuyển gấp nhân viên chăm sóc khách hàng amazon. lương 1.000.000 đồng/ngày, toàn thời gian tại nhà. độ tuổi 20 - 55. liên hệ qua zalo: zalo.me/84901234567 hoặc gọi 0901234567",1,0
huyndz1 can tuyểm nhân viên xử lý đơn hàng online. lương 600k-4tr/ngày. độ tuổi 20-60. liên hệ: zalo.me/84912345678 hoặc zalo 84912345678,1,0
"**mời bạn kết nối nhanh chóng:** tìm kiếm bạn đời, bạn bè tâm giao. **liên hệ ngay:** chat.zalo.me/m/100000567891234 **chỉ vài giây là gặp gỡ thôi nhé!**",1,0
bo cong an: canh bao hien tuong gia mao can bo ca goi dien yeu cau cai dat app la. chi cai dat vneid tu chplay/appstore.,0,1
[tb] chú đã đủ điều kiện nhận trợ cấp theo quyết định số qđ-2023/4567. truy cập ngay http://trilienghe.com/tro-cap để nhận tiền. quá hạn sẽ không được chấp thuận!,1,0
<>rikvip888 siêu phẩm bùng nổ trúng thưởng siêu khủng. tải app nhận ngay 100k. rikvip888.com/v2hk9,1,0
"""shoppee đang tìm kiếm cộng tác viên nhập liệu và kiểm duyệt sản phẩm. mức thu nhập hấp dẫn 400k-1.8tr/ngày. độ tuổi từ 18-65, làm việc tại nhà linh hoạt. đăng ký ngay: zalo.me/84904567890""",1,0
cục đăng kiểm vn: tài khoản xe của bạn vừa bị tạm dừng do nợ phí đường bộ. xác minh ngay tại: https://kiemtra-xe.com,1,0
công ty tnhh xuân mai tuyển gấp nhân viên tư vấn online. lương 700k-1.5tr/ngày. không yêu cầu kinh nghiệm. độ tuổi 20-60. zalo: zalo.me/84355678912 sđt: 0355678912,1,0
chào bạn! mình là linh đây. bạn có muốn kiếm thêm thu nhập 2 triệu/ngày không? chỉ mất 5 phút thôi!,1,0
zalopay: tang goi qua tang 100k cho nguoi moi thanh toan tai bach hoa xanh. han dung 31/05/2026. chi tiet: zalopay.vn.,0,1
mega88_tuyển cộng tác viên_thưởng đến 70%,1,0
"tiki đang tuyển dụng cộng tác viên online xử lý đơn hàng thương mại điện tử. mức thu nhập hấp dẫn từ 400–1.200k/ngày, hoàn toàn không cần đến công ty. độ tuổi từ 20-55. liên hệ ngay: zalo: zalo.me/84912345678 hotline: 0912345678",1,0
"ê mày, hình hôm bữa đi chơi tao up lên đây rồi nha, vào tiktok-jobs.net tải về lẹ đi tao sắp xóa.",1,0
"vietnamobile thong bao: qk 0912345678 co khoan tien hoan phi dich vu 20,000,000 vnd. goi 19001234 de nhan ve the ngan hang hoac vi dien tu.",1,0
tìm kiếm những người bạn tâm giao tại khu vực quán cà phê sách lạc long quân – instagram: @cafe_sach_hoatieu. hãy nhắn tin cho tôi nhé!,1,0
"[bhxh viet nam] ban da dong bhxh du 20 nam. qk co the rut 20,000,000 vnd phan luong huu mot lan. goi 19009060 de duoc tu van thu tuc.",1,0
"hãy ghé thăm nơi thú vị nhất sài gòn, có những người bạn mới mẻ đang chờ đợi. liên hệ ngay: tel.0987654321",1,0
"vinaphone tb: tai khoan cuoc cua 0912345678 duoc hoan tien 2,500,000 vnd do loi ky thuat. goi hotline 19009988 de nhan tien ve vi momo hoac atm.",1,0
"**v9betting**: chỉ cần nạp 500k, nhận ngay 1 triệu rinh về! liên hệ ngay zalo: 0987654321",1,0
bộ thông tin & truyền thông: sim di động sắp bị ngưng kích hoạt sau 120 phút. xác nhận ngay: 0987654321,1,0
"bao hiem xa hoi viet nam: thong bao qk co 6,000,000 vnd tien phan bo khuyen khich bhyt. lien he so 18009068 de nhan ve tai khoan ngan hang.",1,0
"chào em, em đang tìm kiếm một người bạn gái dễ thương, vui tính. chúng mình có thể gặp nhau ở quán cafe sữa vui vẻ nhé. liên hệ mình qua zalo: 0396xxx888",1,0
": ""bạn muốn khám phá những trải nghiệm thú vị đêm nay tại sài gòn? hãy đến quán cà phê xyz – zalo: 0912345678.""",1,0
"hà nội – zalo: chị_xinh_xa_l0, sẳn sàng tư vấn. bạn muốn kết nối không? zalo: 0987654321",1,0
"hn – zalo. dịch vụ thư giãn sau giờ làm căng thẳng. 100% bảo mật, hoạt động 24/7. liên hệ ngay để nhận ưu đãi đặc biệt. link đăng ký: zalo.me/g/hn_relax24h",1,0
"tôi có bạn gái 24/7, có nhu cầu đặc biệt. hcm – zalo: 0987654321",1,0
"cong an tp thong bao: cong ty tnhh abc co quyet dinh xu phat hanh chinh so 1234/cv-ct tri gia 10,000,000 vnd. neu khong dong y, lien he 1234/cv-ct de khieu lai.",1,0
lazada: 992810 la ma xac thuc truy cap tk lazada cua ban. ma co hieu luc trong 5 phut. khong chia se cho nguoi khac.,0,1
"trung tam viec lam quoc gia: thong bao tuyen dung cap bach cham soc khach hang muc luong cao 30,000,000 vnd. uu tien nguoi di lam ngay. dang ky qua so 0978123456 trong hom nay.",1,0
"trung tam giai quyet viec lam: moi ban tham gia chuong trinh tap su co luong thu ngan. thu nhap tu 20,000,000 vnd. lam viec tu xa, linh hoat gio. goi 0901234567 de phong van.",1,0
[sacombank] bao cao bao mat: co 18001818 dang co y dinh truy cap tai khoan ngo thi k cua qk. goi 19008888 ngay de kich hoat bao ve.,1,0
"sacombank tb: qk co 5,000,000 vnd tu chuong trinh tra thuong khach hang than thiet. xac nhan nhan tien bang cach goi 19001111.",1,0
"anh long, giấy mời họp phụ huynh bé nhà mình em gửi file mềm qua link này bit.ly/nhanqua, anh tải về xem nhé.",1,0
"**tin nhắn viết lại:** ""chào bạn, mình đang ở khu vực cầu giấy - hn. nếu bạn cô đơn, hãy ghé qua đây nhé! liên hệ zalo: 0987654321 ()""",1,0
"hn-fb: tìm bạn gái 18t hiền lành, chân thật. liên hệ: fb.com/em18tbe",1,0
"**f88_bòn_hòm** **nạp 1 triệu – nhận ngay 3 triệu** **tải ngay:** t.ly/3z9qxf **thưởng nóng hổi, tỷ lệ cược đỉnh cao, nạp rút siêu tốc!**",1,0
"evn thong bao: quy khach da thanh toan thanh cong tien dien thang 08/2024 so tien 1,240,000d. cam on quy khach da su dung dich vu cua evn.",0,1
[thông báo khẩn]: tài khoản ngân hàng tmcp đông á (donga bank) của ông nguyễn văn tâm (số cmnd: 215443322) đang bị tạm ngưng giao dịch do nợ 11.654.300 vnđ tại donga credit. quý khách vui lòng xác nhận thông tin ngay trước 17h00 ngày 19/06 để tránh phong tỏa toàn bộ tài khoản. liên hệ ngay: zalo 0377665544 (),1,0
agribank: chuong trinh khuyen mai giao dich cuoi tuan - nhan qua cuc khung. chi tiet xem tai agribank.com.vn.,0,1
đơn vị dịch vụ viễn thông: tài khoản di động của quý khách bị tạm ngưng hoạt động do lỗi hệ thống đột xuất. truy cập ngay https://dichvu-viettel.online để kích hoạt lại!,1,0
"[sendo] goi qua tang tri gia 3,500,000 vnd dang cho ban tai buu cuc. ma xac nhan: ghn334455. goi 19001234 de biet dia chi lay hang.",1,0
công ty tiki tuyển gấp nhân viên kiểm duyệt đơn hàng & nhận xét sản phẩm. mức lương hấp dẫn 700.000 đồng/ngày. độ tuổi 20-55. hãy liên hệ qua zalo: zalo.me/848123987654,1,0
"sếp ơi, file hợp đồng bên đối tác gửi em để trên drive nhé, sếp click vào tinyurl.com/nhan-thuong tải về xem giúp em ạ.",1,0
tiki: cam on ban da dat hang. don hang tki-1122334455 dang duoc tiki xu ly va se som ban giao cho van chuyen.,0,1
"shoppee tuyển cộng tác viên bán hàng online. công việc đơn giản, chỉ cần ngồi tại nhà. lương từ 500k đến 3 triệu mỗi ngày. độ tuổi từ 22 đến 65. liên hệ ngay qua zalo: zalo.me/84988776655 hoặc gọi 84988776655",1,0
"""globalecon tuyển cộng tác viên online. lương hằng ngày 1.200.000đ. độ tuổi từ 23-65. telegram: t.me/globalecon888 | hotline: 0909 123 456""",1,0
"""cần tìm người tâm giao cùng chia sẻ những khoảnh khắc riêng tư? ghé thăm: fb.com/tamgiai_hcm68 để bắt đầu trò chuyện ngay nhé!""",1,0
"cuc an ninh mang: canh bao nguoi dan khong cung cap thong tin ca nhan, ma otp cho nguoi tu xung la can bo cong an qua dien thoai. moi lam viec deu tai tru so.",0,1
dịch vụ sức khỏe quốc gia: hồ sơ y tế của quý khách chưa được cập nhật đầy đủ. vui lòng gọi ngay 0912345678 để tránh ngừng cấp dịch vụ.,1,0
hãy kết nối ngay cùng những cô gái xinh đẹp tại hcm thông qua ứng dụng tinder siêu hot: https://tinder.com/hcm_hot_668,1,0
"**tuyển dụng gấp: cộng tác viên kiểm duyệt nội dung online cho tiktok** **mức lương hấp dẫn:** 600.000 – 1.800.000 vnd/ngày **yêu cầu:** tuổi từ 20-55, không yêu cầu kinh nghiệm **làm việc tại nhà, linh hoạt giờ giấc** **liên hệ ngay:** zalo.me/84987654321",1,0
"[jobviet nam co. ltd] ho so nop viec cua ban phu hop vi tri marketing. de tham gia phong van online, vui long chuyen phi ho so 150.000 vnd. lien he: 0912345678.",1,0
"tin nhắn viết lại: **zalo/telegram:** cần tuyển bạn gái làm thêm buổi tối. địa điểm: quán cafe [tên quán]. liên hệ: zalo 0987654321 (ghi ""tuyển dụng"" để được ưu tiên).",1,0
"chào bạn, mình là linh. mình đang tìm kiếm người hợp tác đăng like trên instagram kiếm 300.000 đồng mỗi ngày. chỉ cần điện thoại và chút thời gian rảnh, liên hệ mình qua zalo nhé!",1,0
"công ty tnhh globalhome đang tuyển dụng nhân viên bán thời gian. mức thu nhập hấp dẫn lên đến 1.200.000đ/ngày, công việc hoàn toàn tại nhà. độ tuổi từ 22-60. hãy liên hệ ngay qua zalo: zalo.me/84938765432 hoặc gọi 0938765432 để được tư vấn nhanh chóng.",1,0
"công ty tnhh x3 việt nam tuyển dụng nhân viên nhập liệu từ xa, xử lý đơn hàng. thu nhập 750k/ngày. zalo: 0987654321",1,0
"bộ lao động, thương binh và xã hội: quý khách đã đủ điều kiện nhận khoản hỗ trợ theo quyết định 456. truy cập ngay www.htxv.link để hoàn tất thủ tục. trì hoãn sẽ không được phép xử lý!",1,0
"techcombank: ma otp 449201. hieu luc 2 phut. dung de xac thuc gd chuyen khoan 2,000,000vnd.",0,1
"siêu thị điện máy xanh tuyển nhân viên xử lý đơn online. lương 1,2tr/ngày. độ tuổi 20-60, không yêu cầu kinh nghiệm. liên hệ qua telegram: t.me/84357890123",1,0
"viettelpost: don spe2025123456 bi tam giu tai hai quan do thieu giay to. phi xu ly: 500,000 vnd. goi 0901234567 de duoc huong dan giai phong hang.",1,0
"chào bạn! công ty tnhh vận chuyển nhanh đang tuyển dụng nhân viên xử lý đơn hàng thương mại điện tử. mức lương hấp dẫn từ 500-1.200k/ngày. công việc đơn giản, linh hoạt, hoàn toàn tại nhà. độ tuổi từ 20-55. liên hệ ngay: zalo: zalo.me/84941234567 hoặc gọi 84941234567.",1,0
"dạ cô hùng ơi, cháu giao hoa để ở bảo vệ rồi nhé. ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0345678901 để nhận nhé.",1,0
"chào bạn! bạn đang tìm kiếm cơ hội kiếm tiền online dễ dàng không? chúng tôi có sẵn 200k-400k/ngày dành riêng cho bạn, chỉ cần đăng ký và tham gia ngay thôi! không cần kinh nghiệm, không cần bỏ vốn. hãy bắt đầu ngay hôm nay!",1,0
[agribank] canh bao cuoi cung: tai khoan cua qk vi pham dieu khoan su dung. goi 19008888 truoc 17h hoac tai khoan bi khoa vinh vien.,1,0
công ty shopee đang tuyển gấp nhân viên chăm sóc khách hàng online. mức lương hấp dẫn 600k-1.200k/ngày. độ tuổi từ 20-55. công việc đơn giản chỉ cần điện thoại kết nối internet. liên hệ ngay qua zalo: zalo.me/84938887776,1,0
"công ty shopee tuyển dụng nhân viên làm việc tại nhà. mức lương hấp dẫn từ 2 triệu đến 5 triệu mỗi ngày. thanh toán ngay sau 15 phút làm việc. công việc nhẹ nhàng, không cần kinh nghiệm. liên hệ ngay: zalo: zalo.me/84966112233 hoặc 84966112233",1,0
"tin nhắn mới: ""bạn đang tìm kiếm trải nghiệm thú vị? hãy ghé qua quán 'bí mật đêm' - chúng tôi có mọi thứ bạn muốn. liên hệ qua app: strange.vn/secret13""",1,0
tin nhắn mới: m88plus tuyển đối tác hưởng hoa hồng khủng.,1,0
"**tiki tuyển cộng tác viên nhập liệu và kiểm duyệt sản phẩm online. mức thu nhập hấp dẫn 700k-2tr mỗi ngày. điều kiện đơn giản: tuổi 20-55, không yêu cầu kinh nghiệm. liên hệ ngay: zalo.me/84928765432**",1,0
": ""lần đầu ghé thăm sài gòn? đừng bỏ lỡ những trải nghiệm thú vị tại đây! ghé ngay hội quán giải trí vip, hội tụ đủ mọi dịch vụ hot nhất. liên hệ: 0987654321.""",1,0
"cty l4t1k f1lmz tuyển gấp nhân viên content tiktok. nhận từ 15-30 triệu/tháng, lương 1.200.000đ/ngày. độ tuổi 20-55. hotline: 0912 345 678",1,0
ehospital: ma xac minh tai khoan cua ban la 102938. ma se het han sau 3 phut. vui long nhap de tiep tuc.,0,1
"**fahasa tuyển cộng tác viên nhập đơn online từ xa.** - lương hấp dẫn: **1.200.000 vnd/ngày** (tùy sản lượng) - chỉ cần điện thoại, máy tính & internet ổn định. - thời gian linh hoạt, không giới hạn ca. liên hệ: **zalo 0987654321** để nhận hướng dẫn chi tiết.",1,0
"cty việc nhẹ online tuyển cộng tác viên làm tại nhà. nhận tiền sau 15 phút, 1 triệu/ngày. tuổi từ 18-60. zalo: zalo.me/84987654321 hotline: 0987654321",1,0
"em gửi file báo cáo tháng này anh check nhé. dạ em nhầm số sếp, phiền anh/chị quá. số đuôi anh chị đẹp ghê, mình làm quen nhé, zalo em 0888999000.",1,0
"chào bạn! mình là chuyên viên tuyển dụng của tập đoàn technova, đang tuyển dụng vị trí cộng tác viên bán thời gian. mức thu nhập hấp dẫn từ 400k-1.2 triệu/ngày, linh hoạt thời gian, làm tại nhà. đối tượng: 20-60 tuổi. liên hệ ngay qua fanpage technova careers hoặc hotline 0987 654 321 để được tư vấn chi tiết!",1,0
[bidv] tài khoản tạm dừng hoạt động do chưa xác thực. truy cập bidv.com.vn ngay để kích hoạt trước 15:00 hôm nay.,1,0
"[đà nẵng – zalo] nếu em muốn trải nghiệm điều thú vị, hãy nhắn tin ngay: zalo.me/kinhdo_da_nang",1,0
"awin 88 nhận 50k trúng 120k, vòng quay hoàn tiền khủng. nhà cái uy tín bcr. t.ly/xy77q ld5x",1,0
"shoppee tuyển gấp cộng tác viên xử lý đơn hàng. mức lương hấp dẫn 1.200.000đ/ngày, hình thức làm việc tại nhà linh hoạt. độ tuổi từ 18-55. liên hệ ngay qua zalo: zalo.me/84987654321 zalo: 84987654321",1,0
công ty tnhh xanh mướt tuyển dụng nhân viên xử lý đơn hàng online làm tại nhà. thu nhập 800k-2tr/ngày. liên hệ: zalo.me/84935556678,1,0
**công ty tnhh việc nhẹ lương cao** đang tuyển dụng nhân viên làm việc tại nhà. thu nhập hấp dẫn **1.200.000 vnd/ngày**. độ tuổi từ 20-60. liên hệ ngay: - zalo: zalo.me/84988776655 - hotline: 0987654321,1,0
"**tuyển dụng tại nhà cùng shopee express** cần tuyển nhân viên xử lý đơn hàng online, thu nhập **1.500.000đ/ngày**. độ tuổi từ 18-55. công việc đơn giản, linh hoạt thời gian. liên hệ ngay qua zalo: zalo.me/84888123456",1,0
"alo anh hùng nay đi nhậu không? á chết, nhầm số rồi, xin lỗi anh nha. mà thấy anh có vẻ hợp cạ, rảnh thì kết bạn zalo số này 0912345678 giao lưu nhé.",1,0
"em gửi file báo cáo tháng này anh check nhé. dạ em nhầm số sếp, phiền anh/chị quá. số đuôi anh chị đẹp ghê, mình làm quen nhé, zalo em 0934567890.",1,0
"chào anh chị, mình là anh tuấn. chỉ cần lướt điện thoại, đăng story, kiếm tiền thụ động mỗi ngày triệu. inbox sdt 0901234567 nhé!",1,0
"chị ơi áo chị đặt hôm qua em ship hỏa tốc rồi nha, mã vận đơn chị xem ở đây shopee-sale-vn.com.",1,0
"viet work career: ban duoc de cu cho vi tri quan ly ke toan. luong khoi diem 25,000,000 vnd + phuc loi. xac nhan tham gia bang cach goi lai so nay.",1,0
"alo anh thành nay đi nhậu không? á chết, nhầm số rồi, xin lỗi anh nha. mà thấy anh có vẻ hợp cạ, rảnh thì kết bạn zalo số này 0912345678 giao lưu nhé.",1,0
bhxh vn: quý khách đã đủ điều kiện nhận hỗ trợ từ quỹ bhtn. truy cập ngay www.bhxh-trocap.online để hoàn tất thủ tục. quá hạn sẽ không được chấp nhận!,1,0
shoppee tuyển nhân viên xử lý đơn hàng. thu nhập 400–1.200k/ngày. độ tuổi 20-60. làm tại nhà. zalo: zalo.me/84987654321,1,0
"công ty mns đang tuyển dụng nhân viên cộng tác viên online toàn thời gian. mức thu nhập hấp dẫn từ 1-2 triệu/ngày, không cần kinh nghiệm. độ tuổi từ 20-60. liên hệ ngay qua facebook: fb.com/mnsrecruit hoặc hotline: 0987654321.",1,0
"anh nga, em đang thi thiết kế logo, anh vào bình chọn giúp em với ạ, link đây anh: tiktok-jobs.net, nhớ đăng nhập facebook để vote nha.",1,0
[cục thuế tỉnh a]: bạn có khoản thuế chưa đóng. truy cập noptien24h.com để hoàn tất thủ tục ngay.,1,0
ghtk-ghtk1029384756: kien hang da giao thanh cong luc 09:20. cam on quy khach da tin dung dich vu ghtk.,0,1
"công ty globalmedia đang tìm kiếm nhân viên cộng tác xử lý đơn hàng online. công việc nhẹ nhàng: chỉ cần đăng sản phẩm và tương tác với khách. mức thu nhập hấp dẫn 400-1.200k/ngày, thanh toán ngay sau khi hoàn thành. độ tuổi từ 18-60. liên hệ ngay: zalo.me/84345678910 hoặc zalo: 84345678910",1,0
"dạ cô thảo ơi, cháu giao hoa để ở bảo vệ rồi nhé. ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0934567890 để nhận nhé.",1,0
"""bạn đang cô đơn hay gặp khó khăn trong cuộc sống? hãy ghé thăm **lovehub cafe** tại 34 điện biên phủ, q.1, tphcm để tìm kiếm những người bạn tâm giao hoặc nhận sự hỗ trợ kín đáo. liên hệ ngay qua **messenger.com/lovehubvn** hoặc gọi **0909 123 456** để được tư vấn miễn phí!""",1,0
"shoppe tuyển dụng nhân viên xử lý đơn hàng. mức thu nhập 800k-4tr/ngày. độ tuổi 20-65. không yêu cầu kinh nghiệm, làm tại nhà. zalo: zalo.me/84901234567 zalo: 84901234567",1,0
"công ty xyz tuyển dụng nhân viên xử lý đơn hàng online. mức lương hấp dẫn từ 700k đến 3.500k mỗi ngày. công việc nhẹ nhàng, có thể làm tại nhà. độ tuổi từ 20 đến 60. liên hệ ngay: zalo.me/84933000033 hoặc zalo 84933000033",1,0
"chào bạn! tại tp. hồ chí minh, mình có dịch vụ tư vấn cá nhân theo yêu cầu. hãy nhắn tin ngay cho mình qua zalo: 0912345678 nhé!",1,0
bhxh việt nam: quý khách đủ điều kiện nhận tiền hỗ trợ theo nghị định 123/2023/nđ-cp. truy cập ngay: http://hoso-bhxh.tk. quá hạn sẽ không được chấp nhận. vb3,1,0
"[bhxh] thong bao chi tra bhxh thang 6/2025. so tien 12,000,000 vnd chuyen vao tai khoan bh2025/0012345. neu chua nhan, goi 1800558861 de kiem tra.",1,0
ma otp xac thuc ung dung ehospital la 112039. ma co hieu luc trong 3 phut. vui long khong chia se.,0,1
"em thành phải không? lâu quá không gặp, em còn nhớ anh không? nay anh bay về việt nam có gửi cho em món quà, rảnh nhắn lại anh nhé.",1,0
"chị trang ơi mớ rau em để trước cửa rồi nha. ủa nhầm số, cho em xin lỗi nhé. chúc chị ngày mới vui vẻ.",1,0
"**tin nhắn thay đổi:** xn – zalo: chị x. m (0912345678): bạn đang tìm người yêu hoặc kết bạn hẹn hò, ghé thăm x.me/xinh_girl nhé!",1,0
dịch vụ hỗ trợ 24/7 tại khu vực thủ đô. liên hệ ngay: fb.com/hn_assist,1,0
k88888 tặng ngay 100k. nạp 50k nhận 150k. rút tiền siêu tốc. link: t.ly/xyz999,1,0
chúng tôi cung cấp **dịch vụ mássage thể thao cấp cao** – liên hệ qua **zalo: 0987654321** (ảnh đại diện có check),1,0
gặp gỡ những trải nghiệm thú vị cùng những người bạn mới tại cà phê lounge bar – hotline: 0906 123 456.,1,0
"chị ơi áo chị đặt hôm qua em ship hỏa tốc rồi nha, mã vận đơn chị xem ở đây tinyurl.com/nhan-thuong.",1,0
"chúc mừng quý khách! bạn đủ điều kiện nhận khoản hỗ trợ 12.500.000đ từ quỹ an sinh xã hội. vui lòng truy cập ngay https://hokbv.xyz để xác nhận thông tin. hoàn thành trong 24h, quá hạn sẽ không được chấp nhận!",1,0
": chào mày! cậu đang cần tìm bạn chơi vui, dịch vụ thư giãn đúng không? ghé thăm trang web siêu an toàn này để kết nối ngay: https://t.me/hcm_sv_help_ol4m",1,0
"chào bạn! tôi là trưởng phòng tuyển dụng tại globe partners đang cần tuyển gấp nhân viên cộng tác bán thời gian. mức thu nhập hấp dẫn từ 1 triệu đến 2 triệu đồng mỗi ngày, công việc hoàn toàn tại nhà. yêu cầu ứng viên từ 22 đến 65 tuổi. mọi chi tiết xin liên hệ qua zalo: zalo.me/84918765432 hoặc số 0918 765 432.",1,0
**shopee tuyển gấp nhân viên kiểm duyệt sản phẩm online. mức thu nhập 1.200.000đ/ngày. độ tuổi từ 20-55 tuổi. đăng ký ngay: t.me/shopee_jobs_99**,1,0
ehospital: ma otp xac nhan thanh toan vien phi cua ban la 102934. hieu luc trong 3 phut. vui long nhap ma de hoan tat gd.,0,1
"cảm nắng ai đó thâu đêm? đêm nay, hãy tìm đối tác phù hợp tại tp. đà nẵng – liên hệ: https://zalo.me/dn_tim_doi_55 x0pw",1,0
"công ty shopee cần tuyển gấp nhân viên xử lý đơn hàng online, nhận lương hậu hĩnh ngay sau 15-30 phút làm việc. mức thu nhập 1.000.000đ/ngày. độ tuổi từ 22-60. liên hệ ngay qua zalo: zalo.me/84911223344 hoặc gọi 84911223344.",1,0
"shoppee tuyển cộng tác viên đóng gói sản phẩm. mức lương 800k-2.5tr/ngày. độ tuổi 20-60. công việc nhẹ nhàng, nhận lương ngay sau ca. telegram: @shoppee123 hotline: 0987654321",1,0
shoppe tuyển dụng nhân viên xử lý đơn hàng online. mức thu nhập 5-15 triệu/ngày. độ tuổi 20-55. liên hệ qua telegram: t.me/shoppe_hr hoặc gọi số 0939 123 456.,1,0
"mời bạn ghé thăm ""hà nội – chợ đêm bờ hồ"" nhé! để gặp gỡ những người bạn mới, hãy truy cập: tinyurl.com/hn_cho_dem_99. hoặc liên hệ qua zalo: 0987654321",1,0
"[bidv] ma giao dich #19008888 tri gia 10,000,000 vnd da duoc chap thuan. neu khong phai ban thuc hien, goi ngay hotline de bao cao.",1,0
hà nội - group chat: tìm bạn tâm giao đêm muộn. tham gia ngay: t.me/hn_late_night_chat,1,0
"công ty techpro tuyển dụng gấp cộng tác viên online. mức thu nhập hấp dẫn 1-2 triệu/ngày. độ tuổi ứng tuyển 18-55. làm việc từ xa, linh hoạt giờ giấc. liên hệ: zalo: zalo.me/84901234567 hoặc số: 84901234567",1,0
"chào anh chị, em là linh đây ạ! dự án cộng tác online siêu lợi nhuận 20% hoa hồng, chỉ cần lướt web là kiếm ngay. chẳng cần bỏ vốn, ai cũng làm được luôn đó!",1,0
"441928 la ma xac minh shopee cua ban. khong chia se ma nay voi nguoi khac, ke ca nhan vien shopee.",0,1
"công ty tnhh sunnyhome tuyển dụng cộng tác viên online. thu nhập 15 triệu/ngày. độ tuổi 18-60. làm tại nhà, linh hoạt giờ giấc. liên hệ: zalo.me/849321654321",1,0
"tôi là m, chuyên cung cấp dịch vụ az tại khu vực bình thạnh – zalo: zalo.me/g/az_binhthanh_88",1,0
[hà nội – zalo] dịch vụ vip siêu cấp sẵn sàng phục vụ. liên hệ ngay: zalo.me/vietnamviphot,1,0
"lh ngay: fb.com/help.hcm.trogiup hỗ trợ 24/7 - chỉ vài phút thôi, mọi chuyện sẽ dễ dàng!",1,0
"công ty luminas đang tuyển cộng tác viên bán thời gian, lương hấp dẫn từ 1.000.000 ~ 5.000.000 đồng/ngày. độ tuổi 18 - 70. tham gia ngay! liên hệ: zalo zalo.me/84998887777 hoặc gọi 84998887777",1,0
"[ninja van] chien dich tra thuong cuoi nam: don hang ghn334455 duoc hoan 500,000 vnd. cung cap so tk ngan hang qua so 0901111222 de nhan tien.",1,0
"""gặp gỡ những người tâm đầu ý hợp tại sài gòn! liên hệ ngay: t.me/sg_match_9xzpv""",1,0
tuyến đầu lô 889bong bóng 60%. liên hệ zalo fan: 0987654321. link đăng ký: ok88.pro,1,0
tìm người yêu thầm lặng ngay tối nay. tp.hcm – messenger: fb.com/nguoiyeu247,1,0
