row_index,category,level,leet_token_ratio_before,leet_token_ratio_after,content_before,content_after
3309,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2963,0.1852,Bo LD-TB-XH: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 theo NQ-116. Bam vao www.ytrew.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nB9v,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.ytrew.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nB9v
3311,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3043,0.2174,Hoan thue TNCN: Ban da du d!eu k1en nh4n t1en h04n thue. Bam vao www.asdfg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jM7u,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.asdfg.icu. QUA HAN SE KHONG DUOC CHAP NHAN! jM7u
3313,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3077,0.1923,BHXH VN: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 tu quy BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! kI9o,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! kI9o
3315,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2857,0.1786,Bo LD-TB-XH: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 tu quy BHTN. Bam vao www.qwert.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dR8t,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.qwert.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dR8t
3317,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3043,0.2174,Hoan thue TNCN: Ban da du d!eu k1en nh4n t1en h04n thue. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN! qA4e,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.mnbvc.icu. QUA HAN SE KHONG DUOC CHAP NHAN! qA4e
3319,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3077,0.1923,BHXH VN: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 tu quy BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! bH7n,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.poiuy.icu. QUA HAN SE KHONG DUOC CHAP NHAN! bH7n
3321,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2963,0.1852,Bo LD-TB-XH: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 theo NQ-116. Bam vao www.qazxs.icu. QUA HAN SE KHONG DUOC CHAP NHAN! tY3u,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.qazxs.icu. QUA HAN SE KHONG DUOC CHAP NHAN! tY3u
3323,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3043,0.2174,Hoan thue TNCN: Ban da du d!eu k1en nh4n t1en h04n thue. Bam vao www.wsxed.icu. QUA HAN SE KHONG DUOC CHAP NHAN! kP0m,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.wsxed.icu. QUA HAN SE KHONG DUOC CHAP NHAN! kP0m
3325,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3077,0.1923,BHXH VN: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 tu quy BHTN. Bam vao www.tgbnh.icu. QUA HAN SE KHONG DUOC CHAP NHAN! wQ1a,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.tgbnh.icu. QUA HAN SE KHONG DUOC CHAP NHAN! wQ1a
3327,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2593,0.1481,Bo LD-TB-XH: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 theo NQ-116. Bam vao www.yhnmk.icu. QUA HAN SE KHONG DUOC CHAP NHAN! mJ2h,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.yhnmk.icu. QUA HAN SE KHONG DUOC CHAP NHAN! mJ2h
3329,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3043,0.2174,Hoan thue TNCN: Ban da du d!eu k1en nh4n t1en h04n thue. Bam vao www.olpki.icu. QUA HAN SE KHONG DUOC CHAP NHAN! rE3w,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.olpki.icu. QUA HAN SE KHONG DUOC CHAP NHAN! rE3w
3331,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3077,0.1923,BHXH VN: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 tu quy BHTN. Bam vao www.ikmjn.icu. QUA HAN SE KHONG DUOC CHAP NHAN! gB7v,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.ikmjn.icu. QUA HAN SE KHONG DUOC CHAP NHAN! gB7v
3333,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2963,0.1852,Bo LD-TB-XH: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 theo NQ-116. Bam vao www.wsxcd.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dF4g,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.wsxcd.icu. QUA HAN SE KHONG DUOC CHAP NHAN! dF4g
3335,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3043,0.2174,Hoan thue TNCN: Ban da du d!eu k1en nh4n t1en h04n thue. Bam vao www.rfvbn.icu. QUA HAN SE KHONG DUOC CHAP NHAN! lO1p,Hoan thue TNCN: Ban da du dieu k1en nh4n t1en hoan thue. Bam vao www.rfvbn.icu. QUA HAN SE KHONG DUOC CHAP NHAN! lO1p
3337,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3077,0.1923,BHXH VN: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 tu quy BHTN. Bam vao www.yhnji.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nB9v,BHXH VN: ong (BA) da du dieu k1en nh4n t1en ho tro tu quy BHTN. Bam vao www.yhnji.icu. QUA HAN SE KHONG DUOC CHAP NHAN! nB9v
3339,BHXH / Trợ cấp,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2963,0.1852,Bo LD-TB-XH: ong (BA) da du d!eu k1en nh4n t1en h0 tr0 theo NQ-116. Bam vao www.okmju.icu. QUA HAN SE KHONG DUOC CHAP NHAN! fD5s,Bo LD-TB-XH: ong (BA) da du dieu k1en nh4n t1en ho tro theo NQ-116. Bam vao www.okmju.icu. QUA HAN SE KHONG DUOC CHAP NHAN! fD5s
3383,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.35,0.25,Tong cuc Thue: Ong (Ba) zu z!eu k!en nh4n HOAN THU3 TNCN n4m 2024. Kiem tra t41: hoanthue-tncn.v1p ngay.,Tong cuc Thue: Ong (Ba) zu z!eu kien nh4n HOAN THUE TNCN n4m 2024. Kiem tra t41: hoanthue-tncn.v1p ngay.
3386,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4286,0.2381,[CỤC VIỄN THÔNG] S0 th3 bi kh04 v1 chu4 chu4n hoa thong t1n. Lien he: 0901234567 de duoc h0 tr0 kiem tra.,[CỤC VIỄN THÔNG] SO th3 bi kh04 vi chu4 chu4n hoa thong t1n. Lien he: 0901234567 de duoc ho tro kiem tra.
3387,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4091,0.3182,Bộ Y Tế: Cap nh4t thong t1n t13m chong ngay de tranh bi hu1 h0 s0 tr3n he thong. Link: b0yt3-vn.t0p,Bộ Y Tế: Cap nh4t thong t1n t13m chong ngay de tranh bi hu1 ho so tr3n he thong. Link: b0yt3-vn.t0p
3388,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6667,0.3333,C4nh s4t G14o thong: Thong b40 cu01 c0ng v1 ph4m g14o thong t41 he thong. Tr0y cap d1chvu-ph4tngu01.cc,Canh sat Giao thong: Thong b40 cuoi c0ng vi ph4m giao thong t41 he thong. Tr0y cap d1chvu-ph4tngu01.cc
3389,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2857,0.1905,[TONG CUC THUE] Thong bao: Ho s0 HOAN THU3 cua ban da zuoc zu-y3t. Nh4n t13n tai: thue-online.v1p,[TONG CUC THUE] Thong bao: Ho so HOAN THUE cua ban da zuoc zu-y3t. Nh4n t13n tai: thue-online.v1p
3390,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.2174,0.1304,Bộ Công an: Yeu cau x4c thuc lai thong t1n cu tr0. Neu khong se bi xu f4t. Lien he: 0899456789 de x0 ly.,Bộ Công an: Yeu cau x4c thuc lai thong t1n cu tro. Neu khong se bi xu phat. Lien he: 0899456789 de x0 ly.
3397,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.45,0.35,VNeID xin thông báo: T41 kh04n cua ban bi t4m kh04. VOI l0ng truy cap vne1d.vnta-g0v.cc de m0 kh04.,VNeID xin thông báo: T41 kh04n cua ban bi t4m khoa. VOI l0ng truy cap vne1d.vnta-g0v.cc de m0 khoa.
3465,Tuyển dụng giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.35,0.3,Tiki tuyen s0 luong l0n nh4n vien z4t hang n4ng th-u hang cua hang. Thu nh4p 1tr/ngay. Tuoi 22-60. Zalo: 84935223344,Tiki tuyen so luong l0n nh4n vien z4t hang n4ng th-u hang cua hang. Thu nh4p 1tr/ngay. Tuoi 22-60. Zalo: 84935223344
3621,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.625,0.25,C4nh s4t G140 thong: H0 s0 v1 ph4m cwa ban da bi phat ngu01. Truyc4p: d1chvuc0ngs.xyz,Canh sat GIAO thong: HO so vi ph4m cwa ban da bi phat ngu01. Truyc4p: d1chvuc0ngs.xyz
3622,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6364,0.4545,[BỘ GTVT] Thong b4o b13n lai chu4 n0p ph4t. Truyc4p: gtvt-phatnguoi.top,[BỘ GTVT] Thong b4o bien lai chu4 n0p phat. Truyc4p: gtvt-phatnguoi.top
3623,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6429,0.2857,T0ng cục Thu3: Ban du d13u k13n h04n thu3 TNCN n4m 2024. Nh4n tai: hoanthue-tncn.vip,Tong cục Thue: Ban du d13u kien hoan thue TNCN n4m 2024. Nh4n tai: hoanthue-tncn.vip
3624,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3846,0.3077,VNe1D: Yeu cau cap nh4t thong t1n d1nh danh muc 2 ngay. Link: vneid-gov.cc,VNe1D: Yeu cau cap nh4t thong t1n dinh danh muc 2 ngay. Link: vneid-gov.cc
3625,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5,0.4286,Bo C0ng 4n: X4c thuc tai khw4n VNe1D de tranh bi kh04. Link: bca.xyz,Bo C0ng 4n: X4c thuc tai khw4n VNe1D de tranh bi khoa. Link: bca.xyz
3626,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5,0.3125,Bo Y T3: Thong b4o h0 s0 suc kh03 d13n tu cwa ban bi l01. Link: byt-gov.top,Bo Y TE: Thong b4o ho so suc kh03 d13n tu cwa ban bi l01. Link: byt-gov.top
3627,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3571,0.2857,Cuc Vien thong: Thu3 b4o cwa ban se bi kh04 s4u 24h. Lien he: 0704556677,Cuc Vien thong: Thue b4o cwa ban se bi kh04 s4u 24h. Lien he: 0704556677
3628,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6667,0.3333,C4nh s4t G140 thong: Ban co b13n ban v1 ph4m chu4 th4nh to4n. Link: phatnguoi.xyz,Canh sat GIAO thong: Ban co bien ban vi ph4m chu4 th4nh to4n. Link: phatnguoi.xyz
3629,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5385,0.2308,T0ng cục Thu3: Quet m4 QR de nh4n h04n thu3 TNCN. Link: thuevn.vip,Tong cục Thue: Quet m4 QR de nh4n hoan thue TNCN. Link: thuevn.vip
3633,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4615,0.3077,Bo GTVT: Ban co l01 v1 ph4m g140 thong tu n4m 2023. Link: gtvt.xyz,Bo GTVT: Ban co l01 vi ph4m giao thong tu n4m 2023. Link: gtvt.xyz
3634,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.7692,0.3846,C4nh s4t G140 thong: C4nh b4o v1 ph4m n0ng do c0n. Link: csgt-vn.top,Canh sat GIAO thong: Canh b4o vi ph4m n0ng do c0n. Link: csgt-vn.top
3635,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6923,0.2308,T0ng cục Thu3: Nh4n t13n h0 tr0 thu3 tu ch1nh fwu. Link: hoanthue.vip,Tong cục Thue: Nh4n t13n ho tro thue tu chinh phu. Link: hoanthue.vip
3636,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5833,0.4167,VNe1D: T41 khw4n d1nh danh cwa ban bi t4m kh04. Link: vneid.xyz,VNe1D: T41 khw4n dinh danh cwa ban bi t4m khoa. Link: vneid.xyz
3637,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4615,0.3846,Bo Y T3: Ban co t3n trong danh s4ch d13u tr1 f0. Lien he: 0888123456,Bo Y TE: Ban co t3n trong danh s4ch d13u tr1 f0. Lien he: 0888123456
3638,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4286,0.2857,Cuc Vien thong: Thong b4o thu3 b4o chu4 dang ky ch1nh chu. Link: vnta.cc,Cuc Vien thong: Thong b4o thue b4o chu4 dang ky chinh chu. Link: vnta.cc
3639,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6875,0.4375,Bo C0ng 4n: Thong b4o h0 s0 d1nh danh s0 da ch3 f3 duy3t. Link: bca-gov.xyz,Bo C0ng 4n: Thong b4o ho so dinh danh so da ch3 f3 duy3t. Link: bca-gov.xyz
3640,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4167,0.3333,[CẢNH SÁT GIAO THÔNG] Ban co t13n f4t chu4 n0p. Link: csgt.xyz,[CẢNH SÁT GIAO THÔNG] Ban co t13n phat chu4 n0p. Link: csgt.xyz
3641,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5,0.1429,C4nh s4t G140 thong: ong (BA) co b13n lai f4t ngu01. Bam vao: csgt-phatnguoi.top,Canh sat GIAO thong: ong (BA) co bien lai phat ngu01. Bam vao: csgt-phatnguoi.top
3642,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5385,0.3077,Bo GTVT z1n thong b4o: H0 s0 v1 pham lwa trw t41: gtvt.xyz,Bo GTVT z1n thong b4o: HO so vi pham lwa trw t41: gtvt.xyz
3643,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6429,0.2857,T0ng cuc Thu3: Ban zw z13u k13n nh4n t13n h0 tr0. Bam vao: thue-vn.vip,Tong cuc Thue: Ban zw z13u kien nh4n t13n ho tro. Bam vao: thue-vn.vip
3646,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4286,0.3571,Cuc Vien thong: Thu3 b4o se bi kh04 z0 chwa chw4n hoa. Link: vnta.xyz,Cuc Vien thong: Thue b4o se bi kh04 z0 chwa chw4n hoa. Link: vnta.xyz
3647,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5385,0.2308,Bo Y T3: H0 s0 s0 sực kh03 chwa chw4n hoa. Bam vao: byt-gov.top,Bo Y TE: HO so so sực kh03 chwa chw4n hoa. Bam vao: byt-gov.top
3648,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6154,0.3077,C4nh s4t G140 thong: Ban co kwh4n f4t chwa th4nh tw4n. Link: phatnguoi.cc,Canh sat GIAO thong: Ban co kwh4n phat chwa th4nh tw4n. Link: phatnguoi.cc
3649,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.8,0.4,T0ng cuc Thu3: Nh4n h04n thu3 TNCN n4m 2024 t41: hoanthue.xyz,Tong cuc Thue: Nh4n hoan thue TNCN n4m 2024 t41: hoanthue.xyz
3652,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.1538,0.0769,Cuc Vien thong: Thu3 b4o cwa ban se bi thu hoi. Lien he 0345678901,Cuc Vien thong: Thue b4o cwa ban se bi thu hoi. Lien he 0345678901
3653,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3846,0.2308,Bo GTVT: Ban co b13n ban v1 pham chwa g141 quwy3t. Link: gtvt-gov.xyz,Bo GTVT: Ban co bien ban vi pham chwa g141 quwy3t. Link: gtvt-gov.xyz
3654,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6923,0.3077,C4nh s4t G140 thong: Thong b4o cu01 cung v3 n0p f4t. Link: csgt.top,Canh sat GIAO thong: Thong b4o cuoi cung v3 n0p phat. Link: csgt.top
3655,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6154,0.2308,T0ng cuc Thu3: Ban du z13u k13n nh4n h0 tr0 thue. Link: thue-gov.cc,Tong cuc Thue: Ban du z13u kien nh4n ho tro thue. Link: thue-gov.cc
3656,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4545,0.3636,[VNEID] C4nh b4o t41 khw4n bi truy cap la. Link: vneid.xyz,[VNEID] Canh b4o t41 khw4n bi truy cap la. Link: vneid.xyz
3658,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.8182,0.4545,Bo Y T3: Nh4n t13n h0 tr0 b4o h13m y t3. Link: byt-vn.top,Bo Y TE: Nh4n t13n ho tro b4o h13m y te. Link: byt-vn.top
3659,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4167,0.3333,Cuc Vien thong: Thong b4o kh04 thu3 b4o v1nh vien. Lien he 0999888777,Cuc Vien thong: Thong b4o kh04 thue b4o v1nh vien. Lien he 0999888777
3660,Dịch vụ công giả,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.6667,0.0833,C4nh s4t G140 thong: H0 s0 v1 pham g140 thong. Link: csgt-gov.top,Canh sat GIAO thong: HO so vi pham giao thong. Link: csgt-gov.top
3702,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4324,0.4054,"TB KHAN: C4nh b40 l4n cu01!!! Tr4n Th1 H4nh cccd 183746295 phai th4nh t04n 15,942,000VND cho FE C-r-3-d-1-t truoc 17g hom nay. Neu khong HINH ANH se bi b0ng len mang xa hoi v4 thong b40 ngu01 th4n. LH: 0948271635.","TB KHAN: Canh b40 l4n cu01!!! Tr4n Th1 H4nh cccd 183746295 phai th4nh t04n 15,942,000VND cho FE C-r-3-d-1-t truoc 17g hom nay. Neu khong HINH ANH se bi b0ng len mang xa hoi v4 thong b40 ngu01 th4n. LH: 0948271635."
3704,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5122,0.439,CANH BAO LAN CUOI!!! O/B h4y m4u ch0ng h0p t4c voi Ph0ng AN NINH DIEU TRA v3 h4nh v1 lam dung t1n nh13m. Truoc 17g hom nay ch3 do h0 s0 se chuy3n s4ng truy t0 h1nh su. LH kh1 san s4ng: 84912654378.,CANH BAO LAN CUOI!!! O/B h4y m4u ch0ng h0p t4c voi Ph0ng AN NINH DIEU TRA v3 h4nh vi lam dung t1n nh13m. Truoc 17g hom nay ch3 do ho so se chuy3n s4ng truy t0 h1nh su. LH kh1 san s4ng: 84912654378.
3706,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5161,0.4839,CANH BAO LAN CUOI!!! Tr4n V4n Tuc CMND 281456392 phai tra 1.285.400VND cho HD Saison truoc 24H nu4. Neu khong t-h-0-n-g b-4-0 ch1nh quy3n d14 phu0ng v4 n13m y3t h1nh 4nh t41 n01 0. LH: 0384561234.,CANH BAO LAN CUOI!!! Tr4n V4n Tuc CMND 281456392 phai tra 1.285.400VND cho HD Saison truoc 24H nu4. Neu khong t-h-0-n-g b-4-0 chinh quy3n d14 phu0ng v4 n13m y3t h1nh 4nh t41 n01 0. LH: 0384561234.
3708,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5366,0.4878,TB KHAN: O/B phai ch1u tr4ch nh13m h1nh su voi t01 danh ch13m d04t t41 san. PC02 da l4p h0 s0 d13u tra t04n Bo thong t1n ngu01 lien qu4n. Truoc 17g hom nay khong tr1nh d13n se bi cu0ng ch3. LH: 84988776655.,TB KHAN: O/B phai ch1u tr4ch nh13m h1nh su voi t01 danh ch13m d04t t41 san. PC02 da l4p ho so d13u tra t04n Bo thong t1n ngu01 lien qu4n. Truoc 17g hom nay khong tr1nh d13n se bi cu0ng ch3. LH: 84988776655.
3710,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.3235,0.2941,[CANH CAO LAN CUOI]: BA Ph4m Thu Huong CMND 192837465 n0 6.125.000VND t41 Home Credit. QUA HAN 90 ngay se bi gh1 n0 x4u CIC hang 5. Th4nh t04n truoc 16H Ngay 18/10 de duoc g14m lai. LH: 0966554433.,[CANH CAO LAN CUOI]: BA Ph4m Thu Huong CMND 192837465 n0 6.125.000VND t41 Home Credit. QUA HAN 90 ngay se bi gh1 no x4u CIC hang 5. Th4nh t04n truoc 16H Ngay 18/10 de duoc g14m lai. LH: 0966554433.
3714,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4615,0.3333,TB KHAN: O/B h4y chu y! PC02 da quy3t d1nh d13u tra t04n Bo h4nh v1 lam dung t1n nh13m. Truoc 17g hom nay phai co mat tai co qu4n d13u tra de lam r0 thong t1n. LH s0 qu0c t3: 84933445566.,TB KHAN: O/B h4y chu y! PC02 da quy3t dinh d13u tra t04n Bo h4nh vi lam dung t1n nh13m. Truoc 17g hom nay phai co mat tai co qu4n dieu tra de lam r0 thong t1n. LH so qu0c te: 84933445566.
3716,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4848,0.4545,[CANH CAO LAN CUOI]: Nguy3n V4n H04ng CMND 012345678 n0 3.750.400VND t41 FE Cred1t. Th4nh t04n truoc 17g hom nay neu khong se C0ng Kh41 HINH ANH len c4c hoi nh0m d14 phu0ng. LH: 0901234987.,[CANH CAO LAN CUOI]: Nguy3n V4n H04ng CMND 012345678 n0 3.750.400VND t41 FE Cred1t. Th4nh t04n truoc 17g hom nay neu khong se Cong Kh41 HINH ANH len c4c hoi nh0m d14 phu0ng. LH: 0901234987.
3719,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4722,0.4444,[CANH CAO LAN CUOI]: Ph4m M1nh Tu CCCD 031095234123 n0 7.845.000VND t41 Mcredit. Neu khong th4nh t04n truoc 17g hom nay se bi gh1 n0 x4u CIC v4 b01 nh0 uy t1n tai n01 lam v13c. LH: 0933112233.,[CANH CAO LAN CUOI]: Ph4m M1nh Tu CCCD 031095234123 n0 7.845.000VND t41 Mcredit. Neu khong th4nh t04n truoc 17g hom nay se bi gh1 no x4u CIC v4 b01 nh0 uy t1n tai n01 lam v13c. LH: 0933112233.
3722,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4848,0.4545,"[CANH CAO LAN CUOI]: Nguy3n Th1 L4n CCCD 046079231845 phai lien he g4p SDT/ZALO: 0352891743 g4p Tr4n V4n Duc de TH04 THU4N-GI4M N0. Neu KHONG th4nh t04n 3,947,000VND se C0ng Kh41 HINH ANH.","[CANH CAO LAN CUOI]: Nguy3n Th1 L4n CCCD 046079231845 phai lien he g4p SDT/ZALO: 0352891743 g4p Tr4n V4n Duc de TH04 THU4N-GI4M N0. Neu KHONG th4nh t04n 3,947,000VND se Cong Kh41 HINH ANH."
3725,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.5758,0.4848,[CANH CAO LAN CUOI]: H04ng V4n N4m CMND 285493217 n0 5.432.100VND t41 Home Cred1t. Th4nh t04n truoc 16H Ngay 30/10 neu khong h0 s0 se chuy3n s4ng Bo ph4n cu0ng ch3 n0 x4u. LH Zalo: 0977889900.,[CANH CAO LAN CUOI]: H04ng V4n N4m CMND 285493217 n0 5.432.100VND t41 Home Cred1t. Th4nh t04n truoc 16H Ngay 30/10 neu khong ho so se chuy3n s4ng Bo ph4n cu0ng ch3 no x4u. LH Zalo: 0977889900.
3732,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4722,0.3056,TB KHAN: O/B h4y c4nh g14c! Ph0ng AN NINH DIEU TRA da ph4t l3nh truy tim O/B v1 t01 lam dung t1n nh13m. Truoc 17g hom nay phai th4nh t04n de d1nh chi h0 s0 h1nh su. LH: 84966778899.,TB KHAN: O/B h4y canh g14c! Ph0ng AN NINH DIEU TRA da phat l3nh truy tim O/B vi t01 lam dung t1n nh13m. Truoc 17g hom nay phai th4nh t04n de dinh chi ho so h1nh su. LH: 84966778899.
3734,Đòi nợ / Đe dọa,LEVEL 1 – Leet nhẹ (thay 1-2 ký tự),0.4194,0.3871,[CANH CAO LAN CUOI]: Tr4n V4n H4 CCCD 031092345123 n0 4.855.436VND t41 Mcredit. QUA HAN 120 ngay. Truoc 16H Ngay 10/11 khong th4nh t04n se gh1 n0 x4u CIC hang 5 v1nh vien. LH Zalo: 0944556677.,[CANH CAO LAN CUOI]: Tr4n V4n H4 CCCD 031092345123 n0 4.855.436VND t41 Mcredit. QUA HAN 120 ngay. Truoc 16H Ngay 10/11 khong th4nh t04n se gh1 no x4u CIC hang 5 v1nh vien. LH Zalo: 0944556677.
