row_index,category,level,leet_token_ratio_before,leet_token_ratio_after,content_before,content_after
4319,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7368,0.6842,"V7Bet t4nj 77k kh1 dky t41 v5n9p.c0m. B4cc4r4t truc t13p, ch01 j4, x0 s0. Rut t13n 3 phut. CSKH 24/24","V7Bet t4nj 77k kh1 dky tai v5n9p.c0m. B4cc4r4t truc t13p, ch01 j4, x0 s0. Rut t13n 3 phut. CSKH 24/24"
4321,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7368,0.6842,"8DAY t4nj 99k kh1 dky t41 d8p3n.c0m. B4cc4r4t truc t13p, ch01 j4, x0 s0. Rut t13n 3 phut. CSKH 24/24","8DAY t4nj 99k kh1 dky tai d8p3n.c0m. B4cc4r4t truc t13p, ch01 j4, x0 s0. Rut t13n 3 phut. CSKH 24/24"
4323,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.6842,0.6316,"Awin t4nj 50k kh1 dky t41 a2n8p.c0m. B4cc4r4t truc t13p, ch01 j4, x0 s0. Rut t13n 3 phut. CSKH 24/24","Awin t4nj 50k kh1 dky tai a2n8p.c0m. B4cc4r4t truc t13p, ch01 j4, x0 s0. Rut t13n 3 phut. CSKH 24/24"
4325,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.8571,0.7143,Tuy3n d41 ly 789Bet h04 h0nj 50%. L13n h3 z4l0 V4n: 0912345678. L1nk dky: t7v1p.v1p,Tuy3n d41 ly 789Bet h04 h0nj 50%. Lien he z4l0 V4n: 0912345678. L1nk dky: t7v1p.v1p
4327,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.8571,0.7143,Tuy3n d41 ly V7Bet h04 h0nj 45%. L13n h3 z4l0 L4n: 0922334455. L1nk dky: v3p1z.v1p,Tuy3n d41 ly V7Bet h04 h0nj 45%. Lien he z4l0 L4n: 0922334455. L1nk dky: v3p1z.v1p
4329,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7857,0.6429,Tuy3n d41 ly 8DAY h04 h0nj 50%. L13n h3 z4l0 Duc: 0966778899. L1nk dky: d4n1m.v1p,Tuy3n d41 ly 8DAY h04 h0nj 50%. Lien he z4l0 Duc: 0966778899. L1nk dky: d4n1m.v1p
4331,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7857,0.6429,Tuy3n d41 ly Awin h04 h0nj 48%. L13n h3 z4l0 B1nh: 0900112233. L1nk dky: a8v1z.v1p,Tuy3n d41 ly Awin h04 h0nj 48%. Lien he z4l0 B1nh: 0900112233. L1nk dky: a8v1z.v1p
4334,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.75,0.6875,Kwin668 t4nj 100k ch0 tv m01. N4p 50k nh4n 150k. Rut t13n 1 phut. L1nk: t.ly/zK2p9 rStUv,Kwin668 t4nj 100k ch0 tv moi. N4p 50k nh4n 150k. Rut t13n 1 phut. L1nk: t.ly/zK2p9 rStUv
4336,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.8,0.7333,"K1m L0nj C4s1n0 t4nj 88-888k kh1 dky t41 k5v1m.c0m. B4cc4r4t, ch01 j4. Rut 3 phut","K1m L0nj C4s1n0 t4nj 88-888k kh1 dky tai k5v1m.c0m. B4cc4r4t, ch01 j4. Rut 3 phut"
4338,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7059,0.6471,JILI t4nj 66k ch0 tv m01. N4p 100k nh4n 300k. Rut t13n tr0nj 1 phut. L1nk: t.ly/j4n1v qW23R,JILI t4nj 66k ch0 tv moi. N4p 100k nh4n 300k. Rut t13n tr0nj 1 phut. L1nk: t.ly/j4n1v qW23R
4340,Cờ bạc / Betting,LEVEL 2 – Leet nặng + tên riêng,0.7222,0.6667,"G141 tr1 2Q t4nj 150k kh1 dky t41 q8n2p.c0m. B4cc4r4t truc t13p, ch01 j4. Rut t13n 3 phut","G141 tr1 2Q t4nj 150k kh1 dky tai q8n2p.c0m. B4cc4r4t truc t13p, ch01 j4. Rut t13n 3 phut"
4373,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,1.0,0.8235,"4m4z0n c4n tuy3n nh4n v13n g4p. Lu0ng 500k-3tr/ng4y. L4m t41 nh4, tu01 23-60. Z4l0: zalo.me/84905678901 Z4l0: 84905678901","4m4z0n can tuy3n nh4n v13n g4p. Lu0ng 500k-3tr/ngay. L4m tai nh4, tu01 23-60. Z4l0: zalo.me/84905678901 Z4l0: 84905678901"
4374,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8824,0.7647,"T1kt0k tuy3n CTV l4m v13c t41 nh4. Nh4n t13n s4u 20 f-ut, 800k/ng4y. Tu01 22-65. Z4l0: zalo.me/84916789012 Z4l0: 84916789012","T1kt0k tuy3n CTV l4m v13c tai nh4. Nh4n t13n s4u 20 f-ut, 800k/ngay. Tu01 22-65. Z4l0: zalo.me/84916789012 Z4l0: 84916789012"
4375,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8421,0.6316,Sh0p33 tuy3n nh4n v13n xu ly d0n h4ng. Thu nh4p 350-999k/ng4y. L4m v13c d3 z4ng. Tu01 23-60. Z4l0: zalo.me/84706789123,Sh0p33 tuy3n nh4n v13n xu ly d0n hang. Thu nhap 350-999k/ngay. L4m v13c de z4ng. Tu01 23-60. Z4l0: zalo.me/84706789123
4376,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.9375,0.75,"L4z4d4 tuy3n CTV d4nh g14 s4n f4m. Lu0ng 800k/ng4y, nh4n tr0ng ng4y. Tu01 22-65. Z4l0: zalo.me/84359012345","L4z4d4 tuy3n CTV d4nh g14 s4n f4m. Lu0ng 800k/ngay, nh4n trong ngay. Tu01 22-65. Z4l0: zalo.me/84359012345"
4377,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.9412,0.5882,"T1k1 tuy3n nh4n v13n t41 nh4. Thu nh4p 1tr/ng4y, th40 t4c d3. Tu01 22-60. L13n h3 Z4l0: 84707890123","T1k1 tuy3n nh4n v13n tai nh4. Thu nhap 1tr/ngay, th40 t4c de. Tu01 22-60. Lien he Z4l0: 84707890123"
4378,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.7647,0.5882,3B4y tuy3n CTV xu ly d0n d4t h4ng. Thu nh4p 500k-3tr/ng4y. Tu01 23-65. Z4l0: zalo.me/84888445566 Z4l0: 84888445566,3B4y tuy3n CTV xu ly d0n d4t hang. Thu nhap 500k-3tr/ngay. Tu01 23-65. Z4l0: zalo.me/84888445566 Z4l0: 84888445566
4379,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8125,0.625,HVS C0mp4ny tuy3n nh4n v13n b4n th01 g14n. Thu nh4p 2tr/ng4y. Tu01 22-60. Z4l0: zalo.me/84966445566 Z4l0: 84966445566,HVS C0mp4ny tuy3n nh4n v13n ban th01 g14n. Thu nhap 2tr/ngay. Tu01 22-60. Z4l0: zalo.me/84966445566 Z4l0: 84966445566
4380,Tuyển dụng giả,LEVEL 2 – Leet nặng + tên riêng,0.8333,0.6111,3M1M3 tuy3n nh4n v13n xu ly d0n h4ng t41 nh4. Thu nh4p 800k/ng4y. Tu01 23-65. Z4l0: zalo.me/84944556677 Z4l0: 84944556677,3M1M3 tuy3n nh4n v13n xu ly d0n hang tai nh4. Thu nhap 800k/ngay. Tu01 23-65. Z4l0: zalo.me/84944556677 Z4l0: 84944556677
4441,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9583,0.5417,"Ch4o b4n, m1nh l4 H4nh. C0ng v13c th4 t1m v1d30 k13m 200k m01 ng4y. Kh0ng c4n v0n, ch1 c4n 15 phut. Tr4 t13n cu01 ng4y.","Ch4o ban, m1nh la H4nh. C0ng v13c th4 t1m v1d30 kiem 200k moi ngay. Khong can v0n, ch1 can 15 phut. Tra t13n cu01 ngay."
4442,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9444,0.5,Mu0n k13m 500k-1tr m01 ng4y kh0ng b4n? Ch1 c4n c0py tr4d3 f0r3x t41 nh0m Telegram n4y: t.me/forex_thong_minh,Mu0n kiem 500k-1tr moi ngay khong ban? Ch1 can c0py tr4d3 f0r3x tai nh0m Telegram nay: t.me/forex_thong_minh
4443,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.52,0.28,B4n hay n4p t13n v4o t41 kh04n n4y d3 b4t d4u d4t d-on h4ng 0nl1n3. STK: 0987123456 NH MB TK: CONG TY TNHH DAU TU TM.,Ban hay n4p t13n vao tai kh04n nay de b4t d4u d4t d-on hang 0nl1n3. STK: 0987123456 NH MB TK: CONG TY TNHH DAU TU TM.
4444,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8333,0.5833,"Ch4o b4n, m1nh l4 Lan. B3n m1nh dang t-uy3n ngu01 d4u tu s4n XYZ k13m 500k/ng4y. Kh0ng k1nh ngh13m, hu0ng d4n t4n t1nh.","Ch4o ban, m1nh la Lan. B3n m1nh dang t-uy3n ngu01 d4u tu s4n XYZ kiem 500k/ngay. Khong k1nh ngh13m, huong d4n t4n t1nh."
4445,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.85,0.55,K13m th3m thu nh4p t41 nh4 v01 T1kT0k th4 t1m. Ch1 c4n 30 phut/ng4y. V40 nh0m Telegram nh4n v13c: t.me/tiktok_kiemtien88,Kiem th3m thu nhap tai nh4 v01 T1kT0k th4 t1m. Ch1 can 30 phut/ngay. VAO nh0m Telegram nh4n v13c: t.me/tiktok_kiemtien88
4446,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.3913,0.3478,Anh ch1 chuy3n k-ho4n v4o STK: 1029384756 NH VCB TK: CTY DAU TU TAI CHINH de thuc h13n l3nh c0py tr4d3 f0r3x ngay nhe.,Anh ch1 chuy3n k-ho4n vao STK: 1029384756 NH VCB TK: CTY DAU TU TAI CHINH de thuc h13n l3nh c0py tr4d3 f0r3x ngay nhe.
4447,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9583,0.4583,"Ch4o b4n, m1nh l4 M1nh. C0ng v13c d4t d-on h4ng 0nl1n3 k13m 300k m01 ng4y. Kh0ng c4n v0n, tr4 lu0ng v4o 20h h4ng ng4y.","Ch4o ban, m1nh la M1nh. C0ng v13c d4t d-on hang 0nl1n3 kiem 300k moi ngay. Khong can v0n, tra lu0ng vao 20h hang ngay."
4448,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8,0.55,D4u tu s4n XYZ v01 chuy3n g14 hu0ng d4n k13m 1tr-2tr m01 ng4y. Th3m Telegram d3 b4t d4u: t.me/chuyengia_dautu_xyz,D4u tu s4n XYZ v01 chuy3n g14 huong d4n kiem 1tr-2tr moi ngay. Th3m Telegram de b4t d4u: t.me/chuyengia_dautu_xyz
4449,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.5909,0.4545,Hay chuy3n t13n n4p v4o t41 kh04n T1kT0k d3 b4t d4u nh13m vu th4 t1m. STK: 6688991122 NH ACB TK: CTY TRUYEN THONG.,Hay chuy3n t13n n4p vao tai kh04n T1kT0k de b4t d4u nh13m vu th4 t1m. STK: 6688991122 NH ACB TK: CTY TRUYEN THONG.
4450,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9048,0.5238,"Ch4o b4n, m1nh l4 Phuong. C0ng v13c c0py tr4d3 f0r3x k13m 500k m01 ng4y. Kh0ng c4n k1nh ngh13m, ch1 c4n 20 phut.","Ch4o ban, m1nh la Phuong. C0ng v13c c0py tr4d3 f0r3x kiem 500k moi ngay. Khong can k1nh ngh13m, ch1 can 20 phut."
4451,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8333,0.5,B4n mu0n k13m t13n tu v13c d4t d-on h4ng kh0ng? G14o v13n hu0ng d4n t41 nh0m Telegram: t.me/donhang_online_vn,Ban mu0n kiem t13n tu v13c d4t d-on hang khong? G14o v13n huong d4n tai nh0m Telegram: t.me/donhang_online_vn
4452,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.2857,0.0952,N4p t13n v4o STK: 5544332211 NH VTB TK: CONG TY DAU TU BDS de nhan l@i suat d@u tu s@n XYZ m01 ng4y nhe b4n.,N4p t13n vao STK: 5544332211 NH VTB TK: CONG TY DAU TU BDS de nhan l@i suat d@u tu s@n XYZ moi ngay nhe ban.
4453,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9048,0.5714,"Ch4o b4n, m1nh l4 Tu3. C0ng v13c th4 t1m v1d30 T1kT0k k13m 150k m01 ng4y. Kh0ng c4n v0n, nhan t13n n-gay.","Ch4o ban, m1nh la Tu3. C0ng v13c th4 t1m v1d30 T1kT0k kiem 150k moi ngay. Khong can v0n, nhan t13n n-gay."
4454,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9091,0.5,"Ch4o b4n, m1nh l4 f-uong. C0 w13c z4t d3, d4t d0n h4ng k13m 1OOk-5OOk/ng4y. Kh0ng c4n w0n, z4y Telegram: t.me/donhang88","Ch4o ban, m1nh la f-uong. CO w13c z4t de, d4t d0n hang kiem 1OOk-5OOk/ngay. Khong can w0n, z4y Telegram: t.me/donhang88"
4455,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.381,0.2381,Anh ch1 hay chuy3n k-h04n v40 STK: 0441000123 NH VCB TK: CTY TAI CHINH THUAN PHAT z3 f0r3x k13m l01 n-gay nhe.,Anh ch1 hay chuy3n k-h04n vao STK: 0441000123 NH VCB TK: CTY TAI CHINH THUAN PHAT de f0r3x kiem l01 n-gay nhe.
4456,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.875,0.5417,"3m ch40 4nh, b3n 3m d4ng t-uy3n ngu01 z4u tu s4n XYZ k13m 1tr/ng4y. Kh0ng c4n k1nh ngh13m, ch1 c4n 15 f-ut m01 ng4y.","3m ch40 4nh, b3n 3m dang t-uy3n ngu01 z4u tu s4n XYZ kiem 1tr/ngay. Khong can k1nh ngh13m, ch1 can 15 f-ut moi ngay."
4457,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8824,0.5882,K13m th3m thu nh4p t41 nh4 v01 T1kT0k th4 t1m. G14o w13n hu0ng z4n t41 Telegram: t.me/kiemtien_tiktok_24h,Kiem th3m thu nhap tai nh4 v01 T1kT0k th4 t1m. G14o w13n huong z4n tai Telegram: t.me/kiemtien_tiktok_24h
4458,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.5417,0.2917,B4n hay n4p t13n v4o t41 kh04n n4y z3 b4t z4u d4t d0n h4ng. STK: 1903456789 NH TCB TK: CTY TNHH THUONG MAI QUOC TE.,Ban hay n4p t13n vao tai kh04n nay de b4t z4u d4t d0n hang. STK: 1903456789 NH TCB TK: CTY TNHH THUONG MAI QUOC TE.
4459,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9091,0.4545,"Ch4o b4n, m1nh l4 Hung. C0ng w13c f0r3x c0py tr4z3 k13m 2tr m01 ng4y. Kh0ng c4n w0n, tr4 lu0ng cu01 ng4y z3.","Ch4o ban, m1nh la Hung. C0ng w13c f0r3x c0py tr4z3 kiem 2tr moi ngay. Khong can w0n, tra lu0ng cu01 ngay de."
4460,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.85,0.6,Z4u tu s4n XYZ v01 chuy3n g14 hu0ng z4n k13m 1tr-3tr m01 ng4y. Th3m Telegram z3 b4t z4u: t.me/san_xyz_dautu,Z4u tu s4n XYZ v01 chuy3n g14 huong z4n kiem 1tr-3tr moi ngay. Th3m Telegram de b4t z4u: t.me/san_xyz_dautu
4461,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.619,0.4762,Hay chuy3n t13n n4p v4o t41 kh04n T1kT0k z3 b4t z4u th4 t1m. STK: 0011002233 NH VCB TK: CTY TRUYEN THONG S0.,Hay chuy3n t13n n4p vao tai kh04n T1kT0k de b4t z4u th4 t1m. STK: 0011002233 NH VCB TK: CTY TRUYEN THONG S0.
4462,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9524,0.5238,"Ch4o b4n, m1nh l4 L1nh. C0ng w13c d4t d0n h4ng k13m 4OOk m01 ng4y. Kh0ng c4n k1nh ngh13m, ch1 c4n 20 f-ut.","Ch4o ban, m1nh la L1nh. C0ng w13c d4t d0n hang kiem 4OOk moi ngay. Khong can k1nh ngh13m, ch1 can 20 f-ut."
4463,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.875,0.5625,B4n mu0n k13m t13n tu v13c f0r3x kh0ng? G14o w13n hu0ng z4n t41 nh0m Telegram: t.me/forex_kiemtien_nhanh,Ban mu0n kiem t13n tu v13c f0r3x khong? G14o w13n huong z4n tai nh0m Telegram: t.me/forex_kiemtien_nhanh
4464,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.3,0.15,N4p t13n v4o STK: 7788990011 NH BIDV TK: CONG TY DAU TU PHAT TRIEN de nhan l@i s4n XYZ m01 ng4y nhe.,N4p t13n vao STK: 7788990011 NH BIDV TK: CONG TY DAU TU PHAT TRIEN de nhan l@i s4n XYZ moi ngay nhe.
4465,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8095,0.4762,"Ch4o b4n, m1nh l4 An. C0ng w13c th4 t1m v1z30 T1kT0k k13m 2OOk m01 ng4y. Kh0ng c4n w0n, nhan t13n n-gay.","Ch4o ban, m1nh la An. C0ng w13c th4 t1m v1z30 T1kT0k kiem 2OOk moi ngay. Khong can w0n, nhan t13n n-gay."
4466,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9444,0.5,Mu0n k13m 500k-1tr m01 ng4y kh0ng b4n? Ch1 c4n d4t d0n h4ng. Th3m Telegram hu0ng z4n: t.me/nhiemvu_donhang,Mu0n kiem 500k-1tr moi ngay khong ban? Ch1 can d4t d0n hang. Th3m Telegram huong z4n: t.me/nhiemvu_donhang
4468,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8889,0.7222,C0_h01*k13m_t13n-th3m ch0_b4n. Th4~t1m v1d30 T1kT0k k13m 200k_m01-ng4y. Kh0ng~c4n_v0n. L13n_h3 m1nh h-uong d4n nhe.,C0_h01*k13m_t13n-th3m ch0_b4n. Th4~t1m v1d30 T1kT0k kiem 200k_m01-ngay. Khong~c4n_v0n. L13n_h3 m1nh h-uong d4n nhe.
4469,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9091,0.6364,K13m~500k-1tr_m01-ng4y v01 T1kT0k. G14o_v13n-huong_d4n t41 Telegram: t.me/tiktok_kiemtien_online_vn,Kiem~500k-1tr_m01-ngay v01 T1kT0k. G14o_v13n-huong_d4n tai Telegram: t.me/tiktok_kiemtien_online_vn
4470,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.4375,0.25,Hay~n4p_t13n v4o STK: 0331000456 NH VCB TK: CTY TM_DICH_VU de b4t-d4u_d4t_d0n h4ng k13m-l01 nhe.,Hay~n4p_t13n vao STK: 0331000456 NH VCB TK: CTY TM_DICH_VU de b4t-d4u_d4t_d0n hang kiem-l01 nhe.
4481,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.913,0.5217,"Ch40 b4n, m1nh l4 Phu0ng. Lam n-h1-3-m vu T1kTok th4 t1m k13m 200k-500k m01 ng4y. Kh0ng c4n v0n. Tr4 t13n cu01 ng4y.","Ch40 ban, m1nh la Phu0ng. Lam n-h1-3-m vu T1kTok th4 t1m kiem 200k-500k moi ngay. Khong can v0n. Tra t13n cu01 ngay."
4482,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.7368,0.5263,Ban mwon k13m t13n t41 nh4 f-r-3-3 khonj? J140 v13n hwonj d4n d4t d0n h4nj l41 c40. Bam v4o t.me/nhiemvu_shopee,Ban mwon kiem t13n tai nh4 f-r-3-3 khong? J140 v13n hwonj d4n d4t d0n h4nj lai c40. Bam vao t.me/nhiemvu_shopee
4484,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,1.0,0.7,Ch4o b4n m1nh l4 H4nh. B3n m1nh c4n tuy3n ngu01 th4 t1m v1d30. Lu0ng 100k/ng4y. Kh0ng c4n k1nh ngh13m.,Ch4o ban m1nh la H4nh. B3n m1nh can tuy3n ngu01 th4 t1m v1d30. Lu0ng 100k/ngay. Khong can k1nh ngh13m.
4485,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.6667,0.3889,"Ch40 b4n, m1nh l4 Hwonj. Ban d4 dwojc chon l4m nzh13m vwu T3l3jr4m k13m 500k. Bam v4o t.me/vieclam_online_2024","Ch40 ban, m1nh la Hwonj. Ban da dwojc chon l4m nzh13m vwu T3l3jr4m kiem 500k. Bam vao t.me/vieclam_online_2024"
4487,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8889,0.5556,C0ng v13c th4 t1m v1d30 k13m t13n d3 d4ng. M01 ng4y 10 n-h1-3-m vu nh4n 100k. Kh0ng thu f33.,C0ng v13c th4 t1m v1d30 kiem t13n de dang. MOI ngay 10 n-h1-3-m vu nh4n 100k. Khong thu f33.
4488,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.7778,0.5556,Ban muon k13m 500k-1tr m01 nzh4y khonj? J140 v13n s3 hwonj d4n t4n t1nh. Nh4n v4o t.me/kiemtien_vungben,Ban muon kiem 500k-1tr moi nzh4y khong? J140 v13n se hwonj d4n t4n t1nh. Nh4n vao t.me/kiemtien_vungben
4490,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8947,0.6842,"M1nh l4 Tuan, chuy3n v13n h0 tr0. C0ng v13c b1nh lu4n v1d30 T1kTok k13m 300k/ng4y. Ch1 c4n 15 phut.","M1nh la Tuan, chuy3n v13n h0 tr0. C0ng v13c b1nh lu4n v1d30 T1kTok kiem 300k/ngay. Ch1 can 15 phut."
4491,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8333,0.6667,"Ch40 b4n, m1nh l4 Hwonj. Tuy3n th4 t1m v1z30 T1kTok nzh4n lwonj cu01 nzh4y 200k. Khonj c4n v0n.","Ch40 ban, m1nh la Hwonj. Tuy3n th4 t1m v1z30 T1kTok nzh4n lwonj cu01 nzh4y 200k. Khong can v0n."
4493,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9545,0.6364,"Ch4o b4n, m1nh l4 L1nh. C0ng v13c d4t d0n h4ng h04 h0ng c4o, ch1 c4n 10 phut m01 ng4y, k13m 200k-500k nh3.","Ch4o ban, m1nh la L1nh. C0ng v13c d4t d0n hang h04 h0ng c4o, ch1 can 10 phut moi ngay, kiem 200k-500k nh3."
4494,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.6667,0.4444,Ban d4 dw0c h3 thonj chon de nh4n lwonj 300k nzh4y. L13n h3 j140 v13n hwonj d4n: t.me/troly_shopee_24h,Ban da dw0c he thonj chon de nh4n lwonj 300k nzh4y. Lien he j140 v13n hwonj d4n: t.me/troly_shopee_24h
4496,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9524,0.619,"Ch4o b4n, m1nh l4 M1nh. B3n m1nh c4n ngu01 th4 t1m b1nh lu4n v1d30. Lwonj 100k tr4 v4o 20h h4ng ng4y.","Ch4o ban, m1nh la M1nh. B3n m1nh can ngu01 th4 t1m b1nh lu4n v1d30. Lwonj 100k tra vao 20h hang ngay."
4497,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9333,0.7333,M1nh l4 Tr4nj. C0v13c l4m nzh13m vwu T3l3jr4m k13m t13n nh4nh. Nh4n v4o nzh0m t.me/kiemtien_online_free,M1nh la Tr4nj. C0v13c l4m nzh13m vwu T3l3jr4m kiem t13n nh4nh. Nh4n vao nzh0m t.me/kiemtien_online_free
4499,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9524,0.5238,"Ch4o b4n, m1nh l4 Y3n. C0ng v13c d4t d0n h4ng 0nl1n3 k13m 500k m01 ng4y. Kh0ng c4n v0n, kh0ng ruy r0.","Ch4o ban, m1nh la Y3n. C0ng v13c d4t d0n hang 0nl1n3 kiem 500k moi ngay. Khong can v0n, khong ruy r0."
4500,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.85,0.6,"H1 b4n, m1nh l4 Th40. C0 v13c th4 t1m v1z30 lwonj c4o. Nh4n v4o nzh0m d3 duoc hwonj d4n: t.me/vieclam_hot_2024","H1 ban, m1nh la Th40. CO v13c th4 t1m v1z30 lwonj c4o. Nh4n vao nzh0m de duoc hwonj d4n: t.me/vieclam_hot_2024"
4502,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.75,0.5,"Ch4o b4n, m1nh l4 Dung. Lam n-h1-3-m vu b1nh lu4n T1kTok k13m 200k/ng4y. Kh0ng thu f33, nh4n t13n ngay.","Ch4o ban, m1nh la Dung. Lam n-h1-3-m vu b1nh lu4n T1kTok kiem 200k/ngay. Khong thu f33, nh4n t13n ngay."
4503,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.6471,0.5882,Ban mwon k13m t13n tr3n d13n th041 khonj? J140 v13n hwonj d4n nzh13m vwu lwonj c4o. t.me/app_kiemtien_uytin,Ban mwon kiem t13n tr3n d13n th041 khong? J140 v13n hwonj d4n nzh13m vwu lwonj c4o. t.me/app_kiemtien_uytin
4505,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9474,0.5789,"Ch4o b4n, m1nh l4 L4n. C0ng v13c th4 t1m v1d30 10 phut m01 ng4y k13m 150k. Kh0ng c4n k1nh ngh13m.","Ch4o ban, m1nh la L4n. C0ng v13c th4 t1m v1d30 10 phut moi ngay kiem 150k. Khong can k1nh ngh13m."
4506,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.8824,0.7647,M1nh l4 J14nj. Tuy3n nzh4n v13n l4m nzh13m vwu T3l3jr4m. Lwonj 500k-1tr m01 nzh4y. Nh4n t.me/job_online_vn,M1nh la J14nj. Tuy3n nzh4n v13n l4m nzh13m vwu T3l3jr4m. Lwonj 500k-1tr moi nzh4y. Nh4n t.me/job_online_vn
4508,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.9444,0.6667,"Ch4o b4n, m1nh l4 Son. C0ng v13c d4t d0n h4ng Sh0p33 nh4n h04 h0ng 10-20%. Kh0ng c4n v0n nh3.","Ch4o ban, m1nh la Son. C0ng v13c d4t d0n hang Sh0p33 nh4n h04 h0ng 10-20%. Khong can v0n nh3."
4509,Crypto / Đầu tư giả,LEVEL 2 – Leet nặng + tên riêng,0.6667,0.5556,Ban mwon k13m t13n th3m t41 nzh4 khonj? J140 v13n hwonj d4n l4m nzh13m vwu free. Nh4n t.me/kiemtien_247,Ban mwon kiem t13n th3m tai nzh4 khong? J140 v13n hwonj d4n l4m nzh13m vwu free. Nh4n t.me/kiemtien_247
