"norm_id","sample_id","source_text","normalized_text"
"sms_norm_04139","phase1_04385","[VTP] Ma van don VTP8827364512. Dang phan loai tai kho TP.HCM. Du kien giao ngay 12/05 (tu 8h-18h).","[Viettel Post] Mã vận đơn VTP8827364512. Đang phân loại tại kho Thành phố Hồ Chí Minh. Dự kiến giao ngay 12/05 (từ 8h-18h)."
"sms_norm_04140","phase1_04386","Ninja Van: Don hang NVVN11223344 dang phan loai tai kho Da Nang. Du kien giao ngay 11/05 (tu 8h-12h).","Ninja Van: Đơn hàng NVVN11223344 đang phân loại tại kho Đà Nẵng. Dự kiến giao ngay 11/05 (từ 8h-12h)."
"sms_norm_04141","phase1_04387","[J&T Express] Van don JT998877665544: Dang phan loai tai kho Binh Duong. Du kien giao ngay 12/05 (tu 13h-18h).","[J&T Express] Vận đơn JT998877665544: Đang phân loại tại kho Bình Dương. Dự kiến giao ngay 12/05 (từ 13h-18h)."
"sms_norm_04142","phase1_04388","[GHN] Van don GHNR11029384: Da giao thanh cong luc 09:15 ngay 10/05. Cam on Quy khach da su dung dich vu.","[Giao Hàng Nhanh] Vận đơn GHNR11029384: Đã giao thành công lúc 09:15 ngày 10/05. Cảm ơn Quý khách đã sử dụng dịch vụ."
"sms_norm_04143","phase1_04389","GHTK-GHTK2233445566: Kien hang da giao thanh cong luc 14:30 ngay 10/05. Cam on Quy khach da su dung dich vu GHTK!","Giao Hàng Tiết Kiệm-GHTK2233445566: Kiện hàng đã giao thành công lúc 14:30 ngày 10/05. Cảm ơn Quý khách đã sử dụng dịch vụ GHTK!"
"sms_norm_04144","phase1_04390","[VTP] Ma van don VTP556473829. Da giao thanh cong luc 16:45 ngay 10/05. Cam on Quy khach da tin tuong Viettel Post.","[Viettel Post] Mã vận đơn VTP556473829. Đã giao thành công lúc 16:45 ngày 10/05. Cảm ơn Quý khách đã tin tưởng Viettel Post."
"sms_norm_04145","phase1_04391","Ninja Van: Don hang NVVN55667788 da giao thanh cong luc 10:20 ngay 10/05. Cam on Quy khach!","Ninja Van: Đơn hàng NVVN55667788 đã giao thành công lúc 10:20 ngày 10/05. Cảm ơn Quý khách!"
"sms_norm_04146","phase1_04392","[J&T Express] Van don JT112233445566: Da giao thanh cong luc 15:10 ngay 10/05. Cam on Quy khach da su dung dich vu.","[J&T Express] Vận đơn JT112233445566: Đã giao thành công lúc 15:10 ngày 10/05. Cảm ơn Quý khách đã sử dụng dịch vụ."
"sms_norm_04147","phase1_04393","BEST Express: Don hang BEST112233445 da giao thanh cong luc 11:05 ngay 10/05. Cam on Quy khach!","BEST Express: Đơn hàng BEST112233445 đã giao thành công lúc 11:05 ngày 10/05. Cảm ơn Quý khách!"
"sms_norm_04148","phase1_04394","[SPX Express] Van don SPXVN11223344: Da giao thanh cong luc 13:50 ngay 10/05. Cam on Quy khach!","[SPX Express] Vận đơn SPXVN11223344: Đã giao thành công lúc 13:50 ngày 10/05. Cảm ơn Quý khách!"
"sms_norm_04149","phase1_04395","[GHN] Van don SHNR55443322: Da giao thanh cong luc 08:30 ngay 10/05. Cam on Quy khach da su dung dich vu.","[Giao Hàng Nhanh] Vận đơn SHNR55443322: Đã giao thành công lúc 08:30 ngày 10/05. Cảm ơn Quý khách đã sử dụng dịch vụ."
"sms_norm_04150","phase1_04396","GHTK-GHTK9900112233: Kien hang da giao thanh cong luc 17:20 ngay 10/05. Cam on Quy khach da su dung dich vu GHTK!","Giao Hàng Tiết Kiệm-GHTK9900112233: Kiện hàng đã giao thành công lúc 17:20 ngày 10/05. Cảm ơn Quý khách đã sử dụng dịch vụ GHTK!"
"sms_norm_04151","phase1_04397","[VTP] Ma van don VTP1122334455. Da giao thanh cong luc 09:40 ngay 10/05. Tran trong cam on Quy khach.","[Viettel Post] Mã vận đơn VTP1122334455. Đã giao thành công lúc 09:40 ngày 10/05. Trân trọng cảm ơn Quý khách."
"sms_norm_04152","phase1_04398","Ninja Van: Don hang NVVN00998877 da giao thanh cong luc 14:15 ngay 10/05. Cam on Quy khach!","Ninja Van: Đơn hàng NVVN00998877 đã giao thành công lúc 14:15 ngày 10/05. Cảm ơn Quý khách!"
"sms_norm_04153","phase1_04399","[J&T Express] Van don JT009988776655: Da giao thanh cong luc 16:00 ngay 10/05. Tran trong cam on Quy khach.","[J&T Express] Vận đơn JT009988776655: Đã giao thành công lúc 16:00 ngày 10/05. Trân trọng cảm ơn Quý khách."
"sms_norm_04154","phase1_04400","[GHN] Van don GHNR99887766: Giao khong thanh cong lan 1. Lien he giao vien 0901234567 de hen lai lich giao.","[Giao Hàng Nhanh] Vận đơn GHNR99887766: Giao không thành công lần 1. Liên hệ giao viên 0901234567 để hẹn lại lịch giao."
"sms_norm_04155","phase1_04401","GHTK-GHTK8877665544: Giao khong thanh cong lan 2. Quy khach vui long lien he giao vien 0912345678 de nhan hang.","Giao Hàng Tiết Kiệm-GHTK8877665544: Giao không thành công lần 2. Quý khách vui lòng liên hệ giao viên 0912345678 để nhận hàng."
"sms_norm_04156","phase1_04402","[VTP] Ma van don VTP998877665. Giao khong thanh cong lan 1 do Quy khach hen ngay giao lai. Giao vien: 0922334455.","[Viettel Post] Mã vận đơn VTP998877665. Giao không thành công lần 1 do Quý khách hẹn ngày giao lại. Giao viên: 0922334455."
"sms_norm_04157","phase1_04403","Ninja Van: Don hang NVVN88776655 giao khong thanh cong lan 1. Lien he giao vien 0933445566 de ho tro.","Ninja Van: Đơn hàng NVVN88776655 giao không thành công lần 1. Liên hệ giao viên 0933445566 để hỗ trợ."
"sms_norm_04158","phase1_04404","[J&T Express] Van don JT887766554433: Giao khong thanh cong lan 2. Quy khach lien he giao vien 0944556677.","[J&T Express] Vận đơn JT887766554433: Giao không thành công lần 2. Quý khách liên hệ giao viên 0944556677."
"sms_norm_04159","phase1_04405","BEST Express: Don hang BEST998877665 giao khong thanh cong lan 1. Vui long lien he 0955667788 de hen lai.","BEST Express: Đơn hàng BEST998877665 giao không thành công lần 1. Vui lòng liên hệ 0955667788 để hẹn lại."
"sms_norm_04160","phase1_04406","[SPX Express] Van don SPXVN99887766: Giao khong thanh cong lan 1. Lien he giao vien 0966778899 de dat lich.","[SPX Express] Vận đơn SPXVN99887766: Giao không thành công lần 1. Liên hệ giao viên 0966778899 để đặt lịch."
"sms_norm_04161","phase1_04407","[GHN] Van don SHNR11223344: Giao khong thanh cong lan 2. Quy khach vui long lien he 0977889900 de nhan hang.","[Giao Hàng Nhanh] Vận đơn SHNR11223344: Giao không thành công lần 2. Quý khách vui lòng liên hệ 0977889900 để nhận hàng."
"sms_norm_04162","phase1_04408","GHTK-GHTK1122334455: Giao khong thanh cong lan 1. Giao vien 0988990011 se lien he lai Quy khach sau.","Giao Hàng Tiết Kiệm-GHTK1122334455: Giao không thành công lần 1. Giao viên 0988990011 sẽ liên hệ lại quý khách sau."
"sms_norm_04163","phase1_04409","[VTP] Ma van don VTP001122334. Giao khong thanh cong lan 1. Lien he giao vien 0909887766 de hen gio giao.","[Viettel Post] Mã vận đơn VTP001122334. Giao không thành công lần 1. Liên hệ giao viên 0909887766 để hẹn giờ giao."
"sms_norm_04164","phase1_04410","[GHN] Van don GHNR55667788: Nhan vien se den lay hang luc 14:00 ngay 11/05. Quy khach vui long chuan bi kien hang.","[Giao Hàng Nhanh] Vận đơn GHNR55667788: Nhân viên sẽ đến lấy hàng lúc 14:00 ngày 11/05. Quý khách vui lòng chuẩn bị kiện hàng."
"sms_norm_04165","phase1_04411","GHTK-GHTK0011223344: Nhan vien se den lay hang luc 09:30 ngay 11/05. Quy khach vui long chuan bi hang san sang.","Giao Hàng Tiết Kiệm-GHTK0011223344: Nhân viên sẽ đến lấy hàng lúc 09:30 ngày 11/05. Quý khách vui lòng chuẩn bị hàng sẵn sàng."
"sms_norm_04166","phase1_04412","[VTP] Ma van don VTP443322110. Se den lay hang luc 10:00 ngay 11/05. Quy khach vui long chuan bi kien hang.","[Viettel Post] Mã vận đơn VTP443322110. Sẽ đến lấy hàng lúc 10:00 ngày 11/05. Quý khách vui lòng chuẩn bị kiện hàng."
"sms_norm_04167","phase1_04413","Ninja Van: Nhan vien se den lay hang NVVN44332211 luc 15:30 ngay 11/05. Quy khach vui long chuan bi hang.","Ninja Van: Nhân viên sẽ đến lấy hàng NVVN44332211 lúc 15:30 ngày 11/05. Quý khách vui lòng chuẩn bị hàng."
"sms_norm_04168","phase1_04414","[J&T Express] Van don JT443322110099: Se den lay hang luc 13:00 ngay 11/05. Vui long chuan bi san kien hang.","[J&T Express] Vận đơn JT443322110099: Sẽ đến lấy hàng lúc 13:00 ngày 11/05. Vui lòng chuẩn bị sẵn kiện hàng."
"sms_norm_04169","phase1_04415","BEST Express: Don hang BEST443322110 se duoc lay luc 11:00 ngay 11/05. Quy khach vui long chuan bi hang.","BEST Express: Đơn hàng BEST443322110 sẽ được lấy lúc 11:00 ngày 11/05. Quý khách vui lòng chuẩn bị hàng."
"sms_norm_04170","phase1_04416","[Google] Ma xac thuc cua ban la: 193822. Co hieu luc trong 5 phut.","[Google] Mã xác thực của bạn là: 193822. Có hiệu lực trong 5 phút."
"sms_norm_04171","phase1_04417","Nho gui bao cao truoc 5h nha em.","Nhớ gửi báo cáo trước 5 giờ nhé em."
"sms_norm_04172","phase1_04418","Dat ban thanh cong luc 19h tai King BBQ. Link: kingbbq.vn/booking","Đặt bàn thành công lúc 19 giờ tại King BBQ. Link: kingbbq.vn/booking"
"sms_norm_04173","phase1_04419","[Facebook] Ma OTP dang nhap cua ban la: 847201. Co hieu luc trong 3 phut.","[Facebook] Mã OTP đăng nhập của bạn là: 847201. Có hiệu lực trong 3 phút."
"sms_norm_04174","phase1_04420","Chieu nay 2h hop team marketing do, dung quen.","Chiều nay 2 giờ họp team marketing đó, đừng quên."
"sms_norm_04175","phase1_04421","Lich hen cham soc da cua ban luc 14h ngay mai.","Lịch hẹn chăm sóc da của bạn lúc 14 giờ ngày mai."
"sms_norm_04176","phase1_04422","[GitHub] Ma xac thuc cua ban la: 442910. Co hieu luc trong 10 phut.","[GitHub] Mã xác thực của bạn là: 442910. Có hiệu lực trong 10 phút."
"sms_norm_04177","phase1_04423","File du an anh gui qua mail roi, check giup em.","File dự án anh gửi qua mail rồi, check giúp em."
"sms_norm_04178","phase1_04424","Don hang 882910 dang duoc giao den ban. LH 0988223344.","Đơn hàng 882910 đang được giao đến bạn. Liên hệ 0988223344."
"sms_norm_04179","phase1_04425","[Microsoft] Ma OTP cua ban la: 039281. Co hieu luc trong 5 phut.","[Microsoft] Mã OTP của bạn là: 039281. Có hiệu lực trong 5 phút."
"sms_norm_04180","phase1_04426","Mai di gap khach hang voi chi nhe, 9h tai sanh.","Mai đi gặp khách hàng với chị nhé, 9 giờ tại sảnh."
"sms_norm_04181","phase1_04427","Nhac lich kham rang tai nha khoa Lan Anh luc 8h sang mai.","Nhắc lịch khám răng tại nha khoa Lan Anh lúc 8 giờ sáng mai."
"sms_norm_04182","phase1_04428","[Apple] Ma xac thuc cua ban la: 661029. Co hieu luc trong 5 phut.","[Apple] Mã xác thực của bạn là: 661029. Có hiệu lực trong 5 phút."
"sms_norm_04183","phase1_04429","Co thong tin moi ve hop dong chua Huy?","Có thông tin mới về hợp đồng chưa Huy?"
"sms_norm_04184","phase1_04430","Ma ve xem phim cua ban tai CGV la 29102.","Mã vé xem phim của bạn tại CGV là 29102."
"sms_norm_04185","phase1_04431","[Zalo] Ma xac thuc cua ban la: 228394. Co hieu luc trong 2 phut.","[Zalo] Mã xác thực của bạn là: 228394. Có hiệu lực trong 2 phút."
"sms_norm_04186","phase1_04432","Linh oi check inbox zalo gap nhe, can so lieu.","Linh ơi check inbox Zalo gấp nhé, cần số liệu."
"sms_norm_04187","phase1_04433","Goi tap cua ban se het han vao ngay 30/10. Gia han tai: cali.vn/renew","Gói tập của bạn sẽ hết hạn vào ngày 30/10. Gia hạn tại: cali.vn/renew"
"sms_norm_04188","phase1_04434","[Steam] Ma OTP cua ban la: 771023. Co hieu luc trong 5 phut.","[Steam] Mã OTP của bạn là: 771023. Có hiệu lực trong 5 phút."
"sms_norm_04189","phase1_04435","Deadline du an xog chua? Chieu nop cho a.","Deadline dự án xong chưa? Chiều nộp cho anh."
"sms_norm_04190","phase1_04436","Ban co lich hen cat toc luc 17h hom nay tai 30Shine.","Bạn có lịch hẹn cắt tóc lúc 17 giờ hôm nay tại 30Shine."
"sms_norm_04191","phase1_04437","[Netflix] Ma xac thuc cua ban la: 554302. Co hieu luc trong 10 phut.","[Netflix] Mã xác thực của bạn là: 554302. Có hiệu lực trong 10 phút."
"sms_norm_04192","phase1_04438","Chieu nay co lich training do nha.","Chiều nay có lịch training đó nhé."
"sms_norm_04193","phase1_04439","Xe cua anh da rua xong, moi anh den nhan tai 12 Nguyen Hue.","Xe của anh đã rửa xong, mời anh đến nhận tại 12 Nguyễn Huệ."
"sms_norm_04194","phase1_04440","[TikTok] Ma OTP cua ban la: 881239. Co hieu luc trong 5 phut.","[TikTok] Mã OTP của bạn là: 881239. Có hiệu lực trong 5 phút."
"sms_norm_04195","phase1_04441","Tuan sau di cong tac DN, chuan bi ho so nhe.","Tuần sau đi công tác Đà Nẵng, chuẩn bị hồ sơ nhé."
"sms_norm_04196","phase1_04442","Xac nhan dat phong tai Da Lat tu 12/11 den 15/11. Ma: DL2024.","Xác nhận đặt phòng tại Đà Lạt từ 12/11 đến 15/11. Mã: DL2024."
"sms_norm_04197","phase1_04443","[Instagram] Ma xac thuc cua ban la: 112093. Co hieu luc trong 5 phut.","[Instagram] Mã xác thực của bạn là: 112093. Có hiệu lực trong 5 phút."
"sms_norm_04198","phase1_04444","Mai mang laptop nhe, phong hop hu may tinh roi.","Mai mang laptop nhé, phòng họp hư máy tính rồi."
"sms_norm_04199","phase1_04445","Do giat la cua ban da xong, phi 50k. Moi ban qua lay.","Đồ giặt là của bạn đã xong, phí 50 ngàn đồng. Mời bạn qua lấy."
"sms_norm_04200","phase1_04446","[Grab] Ma OTP dang nhap cua ban la: 492011. Co hieu luc trong 2 phut.","[Grab] Mã OTP đăng nhập của bạn là: 492011. Có hiệu lực trong 2 phút."
"sms_norm_04201","phase1_04447","Sang mai hop giao ban som 30p nha moi nguoi.","Sáng mai họp giao ban sớm 30 phút nhé mọi người."
"sms_norm_04202","phase1_04448","[Shopee] Ma xac thuc cua ban la: 338192. Co hieu luc trong 5 phut.","[Shopee] Mã xác thực của bạn là: 338192. Có hiệu lực trong 5 phút."
"sms_norm_04203","phase1_04449","Gui chi list danh sach khach moi su kien nhe.","Gửi chị list danh sách khách mời sự kiện nhé."
"sms_norm_04204","phase1_04450","[VNeID] Ma OTP cua ban la: 601928. Co hieu luc trong 3 phut.","[VNeID] Mã OTP của bạn là: 601928. Có hiệu lực trong 3 phút."
"sms_norm_04205","phase1_04451","Toi nay tang ca ko? Co nhieu viec ton qua.","Tối nay tăng ca không? Có nhiều việc tồn quá."
"sms_norm_04206","phase1_04452","[Agribank E-Mobile] Ma OTP cua ban la: 772019. Co hieu luc trong 2 phut.","[Agribank E-Mobile] Mã OTP của bạn là: 772019. Có hiệu lực trong 2 phút."
"sms_norm_04207","phase1_04453","Duyet ho so nay gap giup anh truoc khi ve.","Duyệt hồ sơ này gấp giúp anh trước khi về."
"sms_norm_04208","phase1_04454","Nho note lai noi dung cuoc hop hom nay nha.","Nhớ note lại nội dung cuộc họp hôm nay nhé."
"sms_norm_04209","phase1_04455","Mai nghi phep thi ban giao viec cho Nam nhe.","Mai nghỉ phép thì bạn giao việc cho Nam nhé."
"sms_norm_04210","phase1_04456","[MB] Mã OTP: 482937. Quý khách đang đăng nhập trên thiết bị mới. Không chia sẻ mã này để bảo mật tài khoản.","[MB] Mã OTP: 482937. Quý khách đang đăng nhập trên thiết bị mới. Không chia sẻ mã này để bảo mật tài khoản."
"sms_norm_04211","phase1_04457","[VCB] Mã OTP xác thực đăng nhập Digibank trên thiết bị mới là 772910. Hiệu lực trong 3 phút.","[VCB] Mã OTP xác thực đăng nhập Digibank trên thiết bị mới là 772910. Hiệu lực trong 3 phút."
"sms_norm_04212","phase1_04458","[BIDV] Mã OTP đăng nhập SmartBanking của Quý khách là 291847. Vui lòng không cung cấp mã này cho bất kỳ ai.","[BIDV] Mã OTP đăng nhập SmartBanking của Quý khách là 291847. Vui lòng không cung cấp mã này cho bất kỳ ai."
"sms_norm_04213","phase1_04459","Techcombank: Mã OTP 552918 dùng để kích hoạt thiết bị mới. Mã có hiệu lực trong 2 phút.","Techcombank: Mã OTP 552918 dùng để kích hoạt thiết bị mới. Mã có hiệu lực trong 2 phút."
"sms_norm_04214","phase1_04460","ACB: 928374 là mã OTP xác nhận đăng nhập trên trình duyệt mới. Liên hệ 1900545486 nếu không phải bạn.","ACB: 928374 là mã OTP xác nhận đăng nhập trên trình duyệt mới. Liên hệ 1900545486 nếu không phải bạn."
"sms_norm_04215","phase1_04461","TPBank: Mã OTP của Quý khách là 448291. Mã này dùng để đăng nhập vào ứng dụng trên thiết bị mới.","TPBank: Mã OTP của Quý khách là 448291. Mã này dùng để đăng nhập vào ứng dụng trên thiết bị mới."
"sms_norm_04216","phase1_04462","[Sacombank] Mã OTP xác thực thiết bị mới: 391028. Quý khách vui lòng không chia sẻ mã này.","[Sacombank] Mã OTP xác thực thiết bị mới: 391028. Quý khách vui lòng không chia sẻ mã này."
"sms_norm_04217","phase1_04463","[MSB] Mã OTP 662918 dùng để đăng nhập mBank trên thiết bị lạ. Liên hệ hotline 1800599999 để được hỗ trợ.","[MSB] Mã OTP 662918 dùng để đăng nhập mBank trên thiết bị lạ. Liên hệ hotline 1800599999 để được hỗ trợ."
"sms_norm_04218","phase1_04464","[OCB] Mã OTP 229103 để xác nhận đăng nhập OCB OMNI. Quý khách không cung cấp mã này cho người khác.","[OCB] Mã OTP 229103 để xác nhận đăng nhập OCB OMNI. Quý khách không cung cấp mã này cho người khác."
"sms_norm_04219","phase1_04465","[MB] TK ****8829 +5,000,000VND lúc 14:20. Số dư: 15,200,450VND. Nội dung: Luong thang 10.","[MB] TK ****8829 +5.000.000 VND lúc 14:20. Số dư: 15.200.450 VND. Nội dung: Lương tháng 10."
"sms_norm_04220","phase1_04466","[VCB] TK 0011****4567 -1,200,000VND lúc 09:15. Số dư: 8,450,000VND. GD: Thanh toán hóa đơn điện.","[VCB] TK 0011****4567 -1.200.000 VND lúc 09:15. Số dư: 8.450.000 VND. GD: Thanh toán hóa đơn điện."
"sms_norm_04221","phase1_04467","Techcombank: TK 1903****9928 -500,000VND lúc 16:30. Số dư: 12,000,500VND. GD: Rút tiền mặt tại ATM.","Techcombank: TK 1903****9928 -500.000 đồng lúc 16:30. Số dư: 12.000.500 đồng. GD: Rút tiền mặt tại ATM."
"sms_norm_04222","phase1_04468","ACB: TK ****4491 +10,000,000VND lúc 08:00. Số dư: 45,600,000VND. Nội dung: Thưởng KPI quý 3.","ACB: TK ****4491 +10.000.000 đồng lúc 08:00. Số dư: 45.600.000 đồng. Nội dung: Thưởng KPI quý 3."
"sms_norm_04223","phase1_04469","TPBank: TK ****5528 +1,500,000VND lúc 13:20. Số dư: 6,800,000VND. Nội dung: Hoàn tiền mua sắm.","TPBank: TK ****5528 +1.500.000 đồng lúc 13:20. Số dư: 6.800.000 đồng. Nội dung: Hoàn tiền mua sắm."
"sms_norm_04224","phase1_04470","[Sacombank] TK ****3391 +3,000,000VND lúc 19:45. Số dư: 9,450,000VND. Nội dung: Chuyển khoản nhanh 247.","[Sacombank] TK ****3391 +3.000.000 đồng lúc 19:45. Số dư: 9.450.000 đồng. Nội dung: Chuyển khoản nhanh 247."
"sms_norm_04225","phase1_04471","[SHB] TK ****6628 -1,000,000VND lúc 07:30. Số dư: 20,450,000VND. Nội dung: Thanh toán Tiki.","[SHB] TK ****6628 -1.000.000 đồng lúc 07:30. Số dư: 20.450.000 đồng. Nội dung: Thanh toán Tiki."
"sms_norm_04226","phase1_04472","[MSB] TK ****9901 +450,000VND lúc 15:55. Số dư: 3,210,000VND. Nội dung: Bán hàng online.","[MSB] TK ****9901 +450.000 đồng lúc 15:55. Số dư: 3.210.000 đồng. Nội dung: Bán hàng online."
"sms_norm_04227","phase1_04473","[HDBank] TK ****4432 +2,500,000VND lúc 10:40. Số dư: 10,200,000VND. Nội dung: Nhận tiền từ người thân.","[HDBank] TK ****4432 +2.500.000 đồng lúc 10:40. Số dư: 10.200.000 đồng. Nội dung: Nhận tiền từ người thân."
"sms_norm_04228","phase1_04474","[OCB] TK ****5561 -150,000VND lúc 12:25. Số dư: 4,560,000VND. GD: Thanh toán Shopee.","[OCB] TK ****5561 -150.000 đồng lúc 12:25. Số dư: 4.560.000 đồng. GD: Thanh toán Shopee."
"sms_norm_04229","phase1_04475","[MB] TK ****2210 +500,000VND lúc 14:50. Số dư: 2,100,500VND. Nội dung: MB tích điểm đổi quà.","[MB] TK ****2210 +500.000 đồng lúc 14:50. Số dư: 2.100.500 đồng. Nội dung: MB tích điểm đổi quà."
"sms_norm_04230","phase1_04476","[VCB] TK 0451****8821 -2,000,000VND lúc 21:05. Số dư: 35,450,000VND. GD: Thanh toán bảo hiểm.","[VCB] TK 0451****8821 -2.000.000 đồng lúc 21:05. Số dư: 35.450.000 đồng. GD: Thanh toán bảo hiểm."
"sms_norm_04231","phase1_04477","Techcombank: Thông báo kỳ sao kê thẻ tín dụng ****1234. Số tiền thanh toán tối thiểu: 500,000VND. Hạn chót: 25/10/2023.","Techcombank: Thông báo kỳ sao kê thẻ tín dụng ****1234. Số tiền thanh toán tối thiểu: 500.000 đồng. Hạn chót: 25/10/2023."
"sms_norm_04232","phase1_04478","ACB: Điểm thưởng ACB Rewards của Quý khách sẽ hết hạn vào 31/12. Tra cứu tại https://acb.com.vn.","ACB: Điểm thưởng ACB Rewards của Quý khách sẽ hết hạn vào 31/12. Tra cứu tại https://acb.com.vn."
"sms_norm_04233","phase1_04479","TPBank: Chúc mừng sinh nhật Quý khách! Tặng ngay voucher 100k khi chi tiêu qua thẻ. Chi tiết tại app TPBank.","TPBank: Chúc mừng sinh nhật Quý khách! Tặng ngay voucher 100 ngàn khi chi tiêu qua thẻ. Chi tiết tại app TPBank."
"sms_norm_04234","phase1_04480","[Sacombank] Thẻ tín dụng ****8892 sắp đến hạn thanh toán. Vui lòng nạp tiền để tránh phạt quá hạn. Hotline 1800585888.","[Sacombank] Thẻ tín dụng ****8892 sắp đến hạn thanh toán. Vui lòng nạp tiền để tránh phạt quá hạn. Hotline 1800585888."
"sms_norm_04235","phase1_04481","[SHB] Thông báo nâng cấp hệ thống E-Banking từ 01:00 đến 04:00 ngày 25/10. Quý khách vui lòng lưu ý.","[SHB] Thông báo nâng cấp hệ thống E-Banking từ 01:00 đến 04:00 ngày 25/10. Quý khách vui lòng lưu ý."
"sms_norm_04236","phase1_04482","[MSB] Quý khách có 500 điểm thưởng sắp hết hạn. Đổi quà ngay tại ứng dụng MSB mBank.","[MSB] Quý khách có 500 điểm thưởng sắp hết hạn. Đổi quà ngay tại ứng dụng MSB mBank."
"sms_norm_04237","phase1_04483","[HDBank] Lãi suất tiết kiệm online kỳ hạn 6 tháng tăng lên 6.5%/năm. Đăng ký ngay tại https://hdbank.com.vn.","[HDBank] Lãi suất tiết kiệm online kỳ hạn 6 tháng tăng lên 6,5%/năm. Đăng ký ngay tại https://hdbank.com.vn."
"sms_norm_04238","phase1_04484","[OCB] Thẻ OCB của Quý khách đã được kích hoạt thành công. Cảm ơn Quý khách đã sử dụng dịch vụ.","[OCB] Thẻ OCB của Quý khách đã được kích hoạt thành công. Cảm ơn Quý khách đã sử dụng dịch vụ."
"sms_norm_04239","phase1_04485","BHXH VN: Thoi han su dung the BHYT cua Quy khach sap het han vao ngay 31/12/2024. Vui long gia han tai cong dichvucong.baohiemxahoi.gov.vn de dam bao quyen loi kham chua benh.","Bảo hiểm Xã hội VN: Thời hạn sử dụng thẻ Bảo hiểm Y tế của Quý khách sắp hết hạn vào ngày 31/12/2024. Vui lòng gia hạn tại congdichvucong.baohiemxahoi.gov.vn để đảm bảo quyền lợi khám chữa bệnh."
"sms_norm_04240","phase1_04486","[BHXH VN] Thong bao: Ho so so 48293/2024/HNI cua ban da duoc tiep nhan thanh cong tren he thong Bao hiem xa hoi dien tu. Tra cuu trang thai tai vssid.baohiemxahoi.gov.vn.","[Bảo hiểm Xã hội VN] Thông báo: Hồ sơ số 48293/2024/HNI của bạn đã được tiếp nhận thành công trên hệ thống Bảo hiểm xã hội điện tử. Tra cứu trạng thái tại vssid.baohiemxahoi.gov.vn."
"sms_norm_04241","phase1_04487","BHXH VIET NAM: Ma OTP xac nhan dang ky tai khoan VssID cua ban la 748291. Ma co hieu luc trong 5 phut. Moi thac mac lien he tong dai 19009068.","Bảo hiểm Xã hội Việt Nam: Mã OTP xác nhận đăng ký tài khoản VssID của bạn là 748291. Mã có hiệu lực trong 5 phút. Mọi thắc mắc liên hệ tổng đài 19009068."
"sms_norm_04242","phase1_04488","BHXH VN thong bao: Muc dong BHXH tu nguyen toi thieu tu 01/07/2024 co su thay doi theo quy dinh moi. Chi tiet lien he co quan BHXH gan nhat de duoc huong dan.","Bảo hiểm Xã hội Việt Nam thông báo: Mức đóng Bảo hiểm Xã hội tự nguyện tối thiểu từ 01/07/2024 có sự thay đổi theo quy định mới. Chi tiết liên hệ cơ quan Bảo hiểm Xã hội gần nhất để được hướng dẫn."
"sms_norm_04243","phase1_04489","[VssID] Chuc mung ban da dang ky thanh cong ung dung Bao hiem xa hoi so. Vui long dang nhap de theo doi qua trinh dong va huong cac che do BHXH, BHYT.","[VssID] Chúc mừng bạn đã đăng ký thành công ứng dụng Bảo hiểm xã hội số. Vui lòng đăng nhập để theo dõi quá trình đóng và hưởng các chế độ Bảo hiểm Xã hội, Bảo hiểm Y tế."
"sms_norm_04244","phase1_04490","BHXH VIET NAM tran trong thong bao: Ky chi tra luong huu thang 10/2024 se bat dau tu ngay 04/10. Quy khach vui long mang theo the BHYT/CCCD khi den diem chi tra.","Bảo hiểm Xã hội Việt Nam trân trọng thông báo: Kỳ chi trả lương hưu tháng 10/2024 sẽ bắt đầu từ ngày 04/10. Quý khách vui lòng mang theo thẻ Bảo hiểm Y tế/CCCD khi đến điểm chi trả."
"sms_norm_04245","phase1_04491","BHXH VN: Nhac nho Quy don vi nop bao cao tinh hinh su dung lao dong ky 2 nam 2024 truoc ngay 25/11. Truy cap baohiemxahoi.gov.vn de thuc hien.","Bảo hiểm Xã hội Việt Nam: Nhắc nhở đơn vị nộp báo cáo tình hình sử dụng lao động kỳ 2 năm 2024 trước ngày 25/11. Truy cập baohiemxahoi.gov.vn để thực hiện."
"sms_norm_04246","phase1_04492","[BHXH] Thong bao ve viec dieu chinh thong tin ca nhan tren so BHXH cua ong/ba Nguyen Van A da hoan tat. Quy khach co the kiem tra tren ung dung VssID.","[Bảo hiểm Xã hội] Thông báo về việc điều chỉnh thông tin cá nhân trên sổ Bảo hiểm Xã hội của ông/bà Nguyễn Văn A đã hoàn tất. Quý khách có thể kiểm tra trên ứng dụng VssID."
"sms_norm_04247","phase1_04493","BHXH VIET NAM canh bao: Hien nay co tinh trang gia mao SMS BHXH de lua dao. Quy khach chi truy cap cac trang web co duoi .gov.vn cua nganh BHXH.","Bảo hiểm Xã hội Việt Nam cảnh báo: Hiện nay có tình trạng giả mạo SMS Bảo hiểm Xã hội để lừa đảo. Quý khách chỉ truy cập các trang web có đuôi .gov.vn của ngành Bảo hiểm Xã hội."
